tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2486,Marseille,Hard,,A,20240204,12042392,107357,6,,Hugo Grenier,R,196,FRA,28,237188,2,,Giulio Zeppieri,L,183,ITA,22,3-6 7-5(2) 6-3,3,RR,31,11,5,77,51,38,15,15,2,5,7,5,100,63,44,14,15,10,14,183,,153,
18377,Dallas,Hard,,A,20240204,12040510,113905,3,,Nicolas Moreno de Alboran,R,185,USA,26,417424,,,Trevor Svajda,U,175,USA,18,6-3 7-6(2) 0-0,3,RR,59,10,1,68,43,38,14,11,4,4,9,2,75,50,36,11,10,3,4,146,,657,
18377,Dallas,Hard,,A,20240204,12040511,36595,5,,Denis Kudla,R,180,USA,31,483390,,WC,Jerry Barton,U,,USA,,6-2 7-5(2) 0-0,3,RR,56,9,2,53,35,28,12,10,4,5,8,2,65,39,26,9,10,4,8,167,,,
2486,Marseille,Hard,,A,20240204,12042016,25838,4,,David Goffin,R,180,BEL,33,57703,,WC,Lucas Pouille,R,185,FRA,30,7-5(2) 6-3 0-0,3,RR,41,1,0,54,33,23,15,10,1,2,8,3,74,44,28,14,11,5,9,83,,212,
2486,Marseille,Hard,,A,20240204,12041849,226805,3,,Maxime Cressy,R,200,USA,27,51345,,A,Martin Damm,L,202,USA,20,6-4 6-4 0-0,3,RR,40,16,3,54,34,28,11,10,0,1,9,4,61,39,24,12,10,7,10,186,,177,
18377,Dallas,Hard,,A,20240204,12040512,38517,7,,Marco Trungelliti,R,178,ARG,34,113979,,,Pablo Ficovich,R,188,ARG,27,7-6(2) 6-7 6-4,3,RR,46,6,1,97,65,49,22,17,0,2,7,2,122,86,62,17,17,5,8,151,,219,
2486,Marseille,Hard,,A,20240204,12041853,205906,1,,Hugo Gaston,L,173,FRA,23,44553,,A,Hugues Herbert,R,188,FRA,33,3-6 6-2 6-3,3,RR,42,1,3,92,59,43,13,13,3,5,6,6,88,49,39,12,13,7,11,71,,138,
11717,Cordoba,Clay,,A,20240205,12042725,264372,,,Facundo Diaz Acosta,L,183,ARG,23,146040,,Q,Agustin Gomez,R,191,ARG,27,6-1 6-4 0-0,3,R32,64,1,4,49,25,21,14,9,3,4,1,6,61,32,17,12,8,10,14,67,,224,
11717,Cordoba,Clay,,A,20240205,12039991,126356,,,Jaume Munar,R,183,ESP,27,92074,,,Elahi Galan,R,191,COL,28,6-2 6-4 0-0,3,R32,55,1,1,54,37,29,10,9,2,2,2,1,62,32,19,16,9,5,8,63,,103,
11717,Cordoba,Clay,,A,20240205,12042724,38183,,Q,Facundo Bagnis,L,183,ARG,34,248861,,WC,Manuel Cerundolo,L,180,ARG,22,6-4 6-2 0-0,3,R32,36,0,2,59,41,27,10,9,2,4,2,4,47,31,16,5,9,0,5,124,,139,
11717,Cordoba,Clay,,A,20240205,12039979,57289,,,Hugo Dellien,R,180,BOL,31,161262,,,Thiago Seyboth Wild,R,185,BRA,24,6-4 2-6 6-3,3,R32,46,3,0,81,50,32,19,13,4,7,2,6,93,63,41,13,14,5,9,171,,74,
11717,Cordoba,Clay,,A,20240205,12039987,16822,,,Albert Ramos-Vinolas,L,188,ESP,36,73987,,,Pedro Cachin,R,185,ARG,29,6-4 3-6 6-1,3,R32,33,1,3,75,43,31,18,13,2,4,7,2,70,41,31,11,13,2,6,107,,117,
18377,Dallas,Hard,,A,20240205,12040230,48632,,,Taro Daniel,R,191,JPN,31,62790,,,Constant Lestienne,R,180,FRA,32,4-6 6-4 5-0,3,R32,26,8,0,79,56,32,16,13,1,5,5,1,77,49,27,13,12,4,10,84,,92,
18377,Dallas,Hard,,A,20240205,12040240,124658,6,,Max Purcell,R,185,AUS,26,52276,,WC,Mitchell Krueger,R,188,USA,30,6-2 4-6 7-6(2),3,R32,59,14,5,112,66,48,24,15,3,5,6,1,86,66,43,13,15,3,6,68,,190,
2486,Marseille,Hard,,A,20240205,12040226,261015,6,,Lorenzo Musetti,R,185,ITA,22,71660,,A,Maximilian Marterer,L,188,DEU,29,6-4 6-2 0-0,3,R32,47,2,1,57,27,20,15,9,3,5,3,2,73,38,22,13,9,9,14,25,,85,
2486,Marseille,Hard,,A,20240205,12038853,16720,,,Roberto Bautista Agut,R,183,ESP,36,14414,,,Richard Gasquet,R,183,FRA,38,6-3 7-5(2) 0-0,3,R32,69,9,1,77,52,38,14,11,5,5,3,4,64,29,21,19,10,3,5,112,,125,
2486,Marseille,Hard,,A,20240205,12038865,264344,,,Alexander Shevchenko,R,185,KAZ,23,94485,,WC,Benjamin Bonzi,R,183,FRA,28,7-6(2) 6-4 0-0,3,R32,33,7,4,72,44,33,16,11,3,4,6,0,63,43,31,10,11,1,3,57,,150,
2486,Marseille,Hard,,A,20240205,12038857,157456,5,,Alejandro Davidovich Fokina,R,183,ESP,25,67154,,,Gregoire Barrere,R,183,FRA,30,4-6 6-4 6-4,3,R32,45,4,1,100,66,51,15,15,5,7,8,2,78,49,40,11,15,1,4,36,,130,
2486,Marseille,Hard,,A,20240205,12048717,75813,,,Zhizhen Zhang,R,193,CHN,27,237188,,LL,Giulio Zeppieri,L,183,ITA,22,6-7 6-1 6-4,3,R32,45,10,3,91,63,52,15,15,4,4,4,2,83,51,35,19,14,1,4,38,,153,
18377,Dallas,Hard,,A,20240205,12042700,38493,8,,Steve Johnson,R,188,USA,34,273679,1,,Terence Atmane,L,193,FRA,22,6-3 6-7 6-4,3,RR,32,9,2,85,55,48,20,16,0,0,19,2,90,58,44,18,15,3,5,260,,131,
18377,Dallas,Hard,,A,20240205,12042741,36678,,,Tennys Sandgren,R,188,USA,32,16192,6,,Illya Marchenko,R,185,UKR,36,7-5(2) 7-6(2) 0-0,3,RR,72,16,0,68,48,42,12,12,1,1,6,4,103,65,45,17,12,8,9,273,,227,
18377,Dallas,Hard,,A,20240205,12043202,113905,3,,Nicolas Moreno de Alboran,R,185,USA,26,36595,5,,Denis Kudla,R,180,USA,31,6-4 6-7 6-4,3,RR,43,12,1,87,57,46,19,16,2,4,9,4,95,61,48,14,16,2,6,146,,167,
18377,Dallas,Hard,,A,20240205,12043258,232057,2,,Emilio Nava,R,185,USA,22,38517,7,,Marco Trungelliti,R,178,ARG,34,6-3 4-6 6-4,3,RR,62,14,5,113,73,52,17,15,10,13,2,2,80,48,33,15,14,1,5,143,,151,
11717,Cordoba,Clay,,A,20240206,12039983,47975,7,,Yannick Hanfmann,R,193,DEU,32,72248,,,Pablo Varillas,R,185,PER,28,5-7 7-6(2) 6-1,3,R32,35,3,3,102,61,43,22,16,6,10,3,1,93,42,25,28,15,3,8,110,,159,
11717,Cordoba,Clay,,A,20240206,12042726,287181,,Q,Andres Burruchaga,R,183,ARG,22,48599,,,Diego Schwartzman,R,170,ARG,31,6-1 4-6 6-4,3,R32,56,0,4,99,65,43,14,14,2,6,2,6,75,49,28,9,13,4,10,142,,182,
11717,Cordoba,Clay,,A,20240206,12039989,108565,,,Bernabe Zapata Miralles,R,183,ESP,27,64570,,,Cristian Garin,R,185,CHL,28,1-6 7-6(2) 3-0,3,R32,15,3,3,81,59,35,12,12,4,8,3,1,64,40,30,10,10,3,5,194,,106,
18377,Dallas,Hard,,A,20240206,12046784,131442,,,Michael Mmoh,R,188,USA,26,232057,,Q,Emilio Nava,R,185,USA,22,7-5(2) 6-2 0-0,3,R32,41,0,2,49,30,26,10,10,0,2,1,1,66,47,27,6,10,2,7,114,,143,
11717,Cordoba,Clay,,A,20240206,12042727,308084,,Q,Luciano Darderi,R,183,ITA,22,132834,,,Tomas Barrios Vera,R,191,CHL,26,4-6 6-1 6-2,3,R32,39,6,2,69,42,35,16,13,0,1,3,5,72,48,34,10,12,3,7,37,,196,
11717,Cordoba,Clay,,A,20240206,12039985,54573,,,Federico Coria,R,180,ARG,32,127208,5,,Daniel Altmaier,R,188,DEU,25,5-7 6-3 6-4,3,R32,60,5,5,99,71,46,12,16,2,7,0,6,96,48,29,22,15,8,14,72,,80,
11717,Cordoba,Clay,,A,20240206,12046481,221515,,LL,Agustin Tirante,R,185,ARG,23,255420,,WC,Francisco Comesana,R,178,ARG,23,6-1 7-6(2) 0-0,3,R32,77,2,1,82,55,39,14,10,5,6,1,3,63,39,26,13,9,3,6,127,,122,
11717,Cordoba,Clay,,A,20240206,12039990,51141,8,,Roberto Carballes Baena,R,183,ESP,31,271389,,WC,Mariano Navone,U,178,ARG,23,3-6 6-3 6-3,3,R32,61,1,1,87,54,32,20,14,2,6,2,3,86,57,32,14,13,4,9,64,,32,
18377,Dallas,Hard,,A,20240206,12046772,406728,,,Alex Michelsen,U,193,USA,19,36678,,Q,Tennys Sandgren,R,188,USA,32,6-3 3-6 6-1,3,R32,26,12,3,78,55,42,13,13,3,4,13,0,79,52,38,11,12,6,9,55,,273,
2486,Marseille,Hard,,A,20240206,12046138,63606,,A,Arthur Rinderknech,R,196,FRA,28,226805,,Q,Maxime Cressy,R,200,USA,27,6-7 7-5(2) 6-2,3,R32,48,10,2,96,71,53,15,16,2,3,14,12,104,55,38,28,16,7,11,76,,186,
18377,Dallas,Hard,,A,20240206,12040237,39711,,,James Duckworth,R,183,AUS,32,298247,,,Zachary Svajda,R,175,USA,21,7-6(2) 6-1 0-0,3,R32,26,10,0,50,34,29,13,9,2,2,2,2,67,46,31,10,10,1,4,81,,119,
18377,Dallas,Hard,,A,20240206,12040234,87690,7,,Jordan Thompson,R,183,AUS,30,260165,,WC,Adam Neff,U,183,USA,23,6-3 6-1 0-0,3,R32,38,8,0,38,26,23,10,8,0,0,4,8,72,41,24,12,8,7,11,40,,1207,
18377,Dallas,Hard,,A,20240206,12040233,129368,8,,Dominik Koepfer,L,180,DEU,30,187608,,,Aleksandar Kovacevic,R,183,USA,25,6-4 7-6(2) 0-0,3,R32,52,7,1,67,44,36,16,11,3,3,12,2,71,44,36,15,11,3,4,66,,88,
18377,Dallas,Hard,,A,20240206,12046791,42379,,,Marcos Giron,R,180,USA,30,113905,,Q,Nicolas Moreno de Alboran,R,185,USA,26,6-1 6-4 0-0,3,R32,39,5,1,49,31,28,10,9,3,3,6,2,47,25,17,9,8,2,5,46,,146,
18377,Dallas,Hard,,A,20240206,12046789,197516,5,,Christopher Eubanks,R,200,USA,28,38493,,Q,Steve Johnson,R,188,USA,34,6-1 6-4 0-0,3,R32,48,10,0,54,41,29,11,9,4,4,4,2,63,33,20,14,8,9,12,62,,260,
2486,Marseille,Hard,,A,20240206,12046137,195840,,,Sebastian Korda,R,196,USA,24,107357,,Q,Hugo Grenier,R,196,FRA,28,6-3 2-6 7-6(2),3,R32,61,10,2,84,53,38,17,14,2,5,7,8,97,65,48,15,15,8,11,21,,183,
2486,Marseille,Hard,,A,20240206,12038862,238300,,,Tomas Machac,R,183,CZE,23,15126,,,Andy Murray,R,191,GBR,37,7-5(2) 6-4 0-0,3,R32,44,3,2,62,40,33,12,11,2,3,3,2,59,29,21,17,11,2,5,39,,113,
18377,Dallas,Hard,,A,20240206,12049819,59281,,,Yoshihito Nishioka,L,170,JPN,28,273679,,LL,Terence Atmane,L,193,FRA,22,7-6(2) 4-6 6-3,3,R32,42,0,1,96,63,46,18,16,2,5,13,3,97,65,50,10,15,2,5,90,,131,
2486,Marseille,Hard,,A,20240206,12038858,167370,,,Emil Ruusuvuori,R,188,FIN,25,335102,,,Luca Van Assche,R,178,FRA,20,7-6(2) 6-4 0-0,3,R32,43,8,3,57,31,28,18,11,1,2,5,2,66,36,24,19,11,3,5,87,,104,
2486,Marseille,Hard,,A,20240206,12046140,205906,,Q,Hugo Gaston,L,173,FRA,23,117916,,WC,Denis Shapovalov,L,185,CAN,25,7-5(2) 1-6 6-3,3,R32,33,3,2,85,59,39,15,14,3,7,17,8,91,57,39,13,14,10,14,71,,121,
2486,Marseille,Hard,,A,20240206,12018534,238300,,,Tomas Machac,R,183,CZE,23,261015,6,,Lorenzo Musetti,R,185,ITA,22,6-3 6-2 0-0,3,R16,37,6,1,66,45,29,12,9,5,6,2,0,46,28,17,7,8,1,5,39,,25,
2486,Marseille,Hard,,A,20240206,12046139,254742,8,,Jiri Lehecka,R,185,CZE,22,25838,,Q,David Goffin,R,180,BEL,33,3-6 7-5(2) 6-2,3,R32,33,10,1,87,68,46,9,15,6,9,6,1,77,46,29,17,14,5,9,26,,83,
18377,Dallas,Hard,,A,20240207,12018510,39711,,,James Duckworth,R,183,AUS,32,197516,5,,Christopher Eubanks,R,200,USA,28,7-6(2) 6-4 0-0,3,R16,36,10,1,55,41,37,11,11,0,0,12,1,70,53,38,10,11,2,3,81,,62,
11717,Cordoba,Clay,,A,20240207,12017962,54573,,,Federico Coria,R,180,ARG,32,16822,,,Albert Ramos-Vinolas,L,188,ESP,36,6-1 6-3 0-0,3,R16,52,3,2,47,32,20,8,8,3,5,0,1,51,29,14,8,8,5,11,72,,107,
11717,Cordoba,Clay,,A,20240207,12017966,38183,,Q,Facundo Bagnis,L,183,ARG,34,51141,8,,Roberto Carballes Baena,R,183,ESP,31,7-6(2) 6-4 0-0,3,R16,75,2,3,77,44,34,17,11,2,4,1,5,82,57,42,7,11,4,7,124,,64,
11717,Cordoba,Clay,,A,20240207,12017975,126356,,,Jaume Munar,R,183,ESP,27,221012,1,,Francisco Cerundolo,R,185,ARG,25,7-5(2) 6-4 0-0,3,R16,60,0,2,80,56,36,12,11,10,12,1,1,71,55,31,8,11,4,8,63,,30,
11717,Cordoba,Clay,,A,20240207,12017968,169496,3,,Martin Etcheverry,R,196,ARG,24,108565,,,Bernabe Zapata Miralles,R,183,ESP,27,7-5(2) 6-4 0-0,3,R16,54,5,2,77,59,41,8,11,5,6,1,1,79,54,32,14,11,7,10,31,,194,
18377,Dallas,Hard,,A,20240207,12018509,42379,,,Marcos Giron,R,180,USA,30,124658,6,,Max Purcell,R,185,AUS,26,6-4 6-3 0-0,3,R16,43,3,0,55,33,25,13,9,1,1,9,0,71,41,25,16,10,5,8,46,,68,
2486,Marseille,Hard,,A,20240207,12018543,90080,,,Karen Khachanov,R,198,RUS,28,16720,,,Roberto Bautista Agut,R,183,ESP,36,6-2 6-2 0-0,3,R16,42,14,0,48,31,25,9,8,1,1,5,2,46,31,21,4,8,0,4,22,,112,
18377,Dallas,Hard,,A,20240207,12040232,237452,,,Rinky Hijikata,R,178,AUS,23,334293,,WC,Ethan Quinn,U,191,USA,20,6-4 6-4 0-0,3,R32,55,4,1,67,36,24,20,10,6,7,5,2,71,44,28,12,10,7,10,77,,253,
18377,Dallas,Hard,,A,20240207,12018499,138546,2,,Tommy Paul,R,185,USA,27,48632,,,Taro Daniel,R,191,JPN,31,6-3 6-2 0-0,3,R16,46,5,1,53,33,26,14,9,4,4,3,1,75,40,21,19,8,11,14,13,,84,
18377,Dallas,Hard,,A,20240207,12046787,36595,,LL,Denis Kudla,R,180,USA,31,44547,,,Radu Albot,R,175,MDA,34,6-3 7-6(2) 0-0,3,R32,67,8,1,75,46,36,13,11,1,2,5,2,68,48,32,9,10,2,4,167,,144,
2486,Marseille,Hard,,A,20240207,12038856,192013,7,,Felix Auger-Aliassime,R,193,CAN,23,90798,,WC,Quentin Halys,R,191,FRA,27,6-2 7-5(2) 0-0,3,R32,49,8,2,51,29,27,14,10,1,1,10,3,64,37,27,9,10,2,5,17,,220,
18377,Dallas,Hard,,A,20240207,12018498,385485,3,,Ben Shelton,L,193,USA,21,131442,,,Michael Mmoh,R,188,USA,26,6-3 6-3 0-0,3,R16,31,7,0,39,29,27,9,9,0,0,6,1,52,40,27,5,9,3,6,14,,114,
2486,Marseille,Hard,,A,20240207,12018531,75813,,,Zhizhen Zhang,R,193,CHN,27,192013,7,,Felix Auger-Aliassime,R,193,CAN,23,6-4 6-4 0-0,3,R16,49,6,4,58,39,30,10,10,3,4,4,4,60,36,24,10,10,1,4,38,,17,
2486,Marseille,Hard,,A,20240207,12018529,185388,4,,Ugo Humbert,L,188,FRA,26,205906,,Q,Hugo Gaston,L,173,FRA,23,2-6 6-1 6-3,3,R16,35,5,1,68,35,25,17,12,6,9,1,4,76,42,29,11,12,6,11,16,,71,
2486,Marseille,Hard,,A,20240207,12018536,157456,5,,Alejandro Davidovich Fokina,R,183,ESP,25,167370,,,Emil Ruusuvuori,R,188,FIN,25,6-3 7-5(2) 0-0,3,R16,52,9,1,69,52,38,8,10,4,5,2,3,75,43,28,15,11,3,7,36,,87,
2486,Marseille,Hard,,A,20240208,12018533,185388,4,,Ugo Humbert,L,188,FRA,26,157456,5,,Alejandro Davidovich Fokina,R,183,ESP,25,6-1 6-4 0-0,3,QF,40,7,0,45,26,24,12,9,0,0,1,3,52,39,23,6,8,5,8,16,,36,
2486,Marseille,Hard,,A,20240208,12018541,63606,,A,Arthur Rinderknech,R,196,FRA,28,254742,8,,Jiri Lehecka,R,185,CZE,22,7-5(2) 7-6(2) 0-0,3,R16,59,10,0,76,47,38,12,12,4,6,2,3,74,48,34,12,12,4,7,76,,26,
2486,Marseille,Hard,,A,20240208,12018530,23581,2,,Grigor Dimitrov,R,191,BGR,33,195840,,,Sebastian Korda,R,196,USA,24,6-1 7-6(2) 0-0,3,R16,54,8,1,60,36,29,16,10,2,3,7,0,58,31,22,12,9,3,6,10,,21,
2486,Marseille,Hard,,A,20240208,12018535,158896,1,,Hubert Hurkacz,R,196,POL,27,264344,,,Alexander Shevchenko,R,185,KAZ,23,6-1 6-4 0-0,3,R16,35,13,1,47,27,22,12,9,3,5,3,0,58,33,20,6,8,3,8,7,,57,
18377,Dallas,Hard,,A,20240208,12018508,87690,7,,Jordan Thompson,R,183,AUS,30,36595,,LL,Denis Kudla,R,180,USA,31,6-1 6-1 0-0,3,R16,37,7,0,44,34,26,7,7,3,3,0,0,41,22,9,8,7,3,8,40,,167,
18377,Dallas,Hard,,A,20240208,12018512,129368,8,,Dominik Koepfer,L,180,DEU,30,237452,,,Rinky Hijikata,R,178,AUS,23,6-3 7-6(2) 0-0,3,R16,56,9,2,85,61,46,12,11,6,6,4,3,59,32,28,13,10,1,2,66,,77,
11717,Cordoba,Clay,,A,20240208,12017973,308084,,Q,Luciano Darderi,R,183,ITA,22,83397,4,,Sebastian Ofner,R,191,AUT,28,6-0 6-3 0-0,3,R16,40,3,0,47,28,22,13,8,1,1,4,3,44,22,14,6,7,3,7,37,,45,
18377,Dallas,Hard,,A,20240208,12018501,101101,1,,Frances Tiafoe,R,188,USA,26,406728,,,Alex Michelsen,U,193,USA,19,6-4 6-3 0-0,3,R16,40,1,1,56,34,26,9,9,4,6,9,4,58,39,21,7,10,3,8,29,,55,
11717,Cordoba,Clay,,A,20240209,12017964,308084,,Q,Luciano Darderi,R,183,ITA,22,47975,7,,Yannick Hanfmann,R,193,DEU,32,7-6(2) 6-1 0-0,3,QF,37,5,1,68,43,32,11,9,5,7,5,1,57,34,20,10,10,6,11,37,,110,
11717,Cordoba,Clay,,A,20240209,12017965,38183,,Q,Facundo Bagnis,L,183,ARG,34,126356,,,Jaume Munar,R,183,ESP,27,7-5(2) 6-4 0-0,3,QF,68,1,0,81,53,35,13,11,9,12,3,3,71,52,27,11,11,7,12,124,,63,
18377,Dallas,Hard,,A,20240209,12018505,42379,,,Marcos Giron,R,180,USA,30,101101,1,,Frances Tiafoe,R,188,USA,26,6-1 6-4 0-0,3,QF,40,7,0,45,35,30,7,9,0,0,5,1,53,32,22,7,8,3,6,46,,29,
11717,Cordoba,Clay,,A,20240209,12017971,264372,,,Facundo Diaz Acosta,L,183,ARG,23,221515,,LL,Agustin Tirante,R,185,ARG,23,6-2 6-7 6-2,3,R16,41,2,5,79,46,34,20,14,4,6,0,2,88,63,41,7,14,6,12,67,,127,
11717,Cordoba,Clay,,A,20240209,12017967,221806,2,,Sebastian Baez,R,170,ARG,23,57289,,,Hugo Dellien,R,180,BOL,31,4-6 6-3 6-4,3,R16,46,4,0,90,62,40,16,15,5,9,2,1,76,59,39,5,14,4,9,18,,171,
11717,Cordoba,Clay,,A,20240209,12017963,47975,7,,Yannick Hanfmann,R,193,DEU,32,287181,,Q,Andres Burruchaga,R,183,ARG,22,3-6 6-1 6-4,3,R16,1252,3,2,78,52,34,10,13,5,9,2,3,88,52,35,12,13,12,18,110,,142,
11717,Cordoba,Clay,,A,20240209,12017974,221806,2,,Sebastian Baez,R,170,ARG,23,264372,,,Facundo Diaz Acosta,L,183,ARG,23,6-3 6-1 0-0,3,QF,25,2,1,46,30,23,9,8,0,1,1,4,42,25,14,4,8,0,5,18,,67,
11717,Cordoba,Clay,,A,20240209,12017970,54573,,,Federico Coria,R,180,ARG,32,169496,3,,Martin Etcheverry,R,196,ARG,24,6-3 6-4 0-0,3,QF,47,1,0,51,30,27,14,10,0,0,4,2,62,33,24,14,9,6,8,72,,31,
18377,Dallas,Hard,,A,20240209,12018504,138546,2,,Tommy Paul,R,185,USA,27,129368,8,,Dominik Koepfer,L,180,DEU,30,7-5(2) 6-3 0-0,3,QF,39,6,3,66,38,27,15,11,0,2,2,1,54,29,21,8,10,2,6,13,,66,
2486,Marseille,Hard,,A,20240209,12018532,90080,,,Karen Khachanov,R,198,RUS,28,75813,,,Zhizhen Zhang,R,193,CHN,27,6-4 6-1 0-0,3,QF,30,7,0,43,32,28,8,9,0,0,7,2,45,30,20,7,8,2,5,22,,38,
18377,Dallas,Hard,,A,20240209,12018511,15894,4,,Adrian Mannarino,L,180,FRA,36,39711,,,James Duckworth,R,183,AUS,32,6-2 3-1 0-0,3,QF,16,7,0,31,20,19,6,6,2,2,3,0,38,22,10,8,6,4,7,24,,81,
2486,Marseille,Hard,,A,20240209,12018540,23581,2,,Grigor Dimitrov,R,191,BGR,33,63606,,A,Arthur Rinderknech,R,196,FRA,28,6-3 7-6(2) 0-0,3,QF,51,10,2,57,37,35,14,11,0,0,13,0,58,39,32,10,10,3,4,10,,76,
2444,Rotterdam,Hard,,A,20240209,12056840,170946,,,Zizou Bergs,R,185,BEL,25,200159,4,,Jurij Rodionov,L,191,AUT,25,6-4 7-6(2) 0-0,3,R16,63,13,1,79,45,33,23,11,2,2,10,1,72,37,29,21,11,4,5,82,,152,
2444,Rotterdam,Hard,,A,20240209,12056841,237188,,,Giulio Zeppieri,L,183,ITA,22,16720,7,,Roberto Bautista Agut,R,183,ESP,36,6-3 6-4 0-0,3,R16,44,8,2,69,41,31,12,9,8,9,0,3,62,39,23,10,10,3,7,153,,112,
2444,Rotterdam,Hard,,A,20240209,12056846,205906,3,,Hugo Gaston,L,173,FRA,23,482155,,WC,Thijs Boogaard,U,,NLD,,6-3 6-3 0-0,3,R16,30,5,1,51,31,25,13,9,0,0,2,4,67,34,27,11,9,6,9,71,,,
2444,Rotterdam,Hard,,A,20240209,12056847,117916,,,Denis Shapovalov,L,185,CAN,25,71660,6,,Maximilian Marterer,L,188,DEU,29,7-5(2) 6-4 0-0,3,R16,41,16,4,59,35,31,14,11,1,1,5,1,73,42,30,14,11,3,5,121,,85,
2444,Rotterdam,Hard,,A,20240209,12056844,104967,,WC,Gijs Brouwer,L,191,NLD,28,335102,1,,Luca Van Assche,R,178,FRA,20,6-3 6-3 0-0,3,R16,48,9,4,77,46,35,12,9,7,8,2,4,69,40,25,11,9,7,11,189,,104,
2444,Rotterdam,Hard,,A,20240209,12056845,25838,,,David Goffin,R,180,BEL,33,67154,8,,Gregoire Barrere,R,183,FRA,30,6-4 6-2 0-0,3,R16,28,4,0,42,26,23,13,9,0,0,4,3,70,35,25,13,9,10,13,83,,130,
2486,Marseille,Hard,,A,20240209,12018542,158896,1,,Hubert Hurkacz,R,196,POL,27,238300,,,Tomas Machac,R,183,CZE,23,6-3 6-4 0-0,3,QF,35,11,2,49,31,28,12,10,0,0,7,1,50,34,24,10,9,2,4,7,,39,
18377,Dallas,Hard,,A,20240209,12018502,385485,3,,Ben Shelton,L,193,USA,21,87690,7,,Jordan Thompson,R,183,AUS,30,6-7 6-4 6-4,3,QF,45,11,2,104,70,55,21,16,6,6,11,0,85,56,41,21,16,2,4,14,,40,
2444,Rotterdam,Hard,,A,20240210,12058950,226805,,,Maxime Cressy,R,200,USA,27,264358,,A,Pablo Llamas Ruiz,R,188,ESP,21,6-7 6-4 6-4,3,RR,54,17,4,87,47,41,28,16,0,0,6,0,121,81,55,21,16,7,9,186,,168,
2486,Marseille,Hard,,A,20240210,12018537,23581,2,,Grigor Dimitrov,R,191,BGR,33,90080,,,Karen Khachanov,R,198,RUS,28,6-7 6-4 7-6(2),3,SF,63,19,7,118,73,60,21,17,4,6,10,3,119,71,55,20,17,5,8,10,,22,
2383,Buenos Aires,Clay,,A,20240210,12057505,92074,2,,Elahi Galan,R,191,COL,28,145130,,,Alex Molcan,L,178,SVK,26,6-3 7-6(2) 0-0,3,RR,75,9,2,81,46,31,21,11,3,5,1,2,69,37,22,20,10,6,9,103,,274,
2506,Delray Beach,Hard,,A,20240210,12059294,273679,6,,Terence Atmane,L,193,FRA,22,243452,,A,Preston Brown,U,198,USA,22,6-2 6-2 0-0,3,RR,32,7,6,52,30,22,12,8,1,2,0,6,56,27,14,11,8,3,8,131,,894,
2506,Delray Beach,Hard,,A,20240210,12058947,44547,3,,Radu Albot,R,175,MDA,34,207089,,A,August Holmgren,R,188,DNK,26,6-3 6-4 0-0,3,RR,43,2,2,50,32,25,13,10,0,1,9,5,66,34,24,12,9,4,7,144,,291,
2506,Delray Beach,Hard,,A,20240210,12057498,280151,4,,Gabriel Diallo,R,202,CAN,22,158912,,A,Valentin Vacherot,R,193,MCO,25,6-4 6-4 0-0,3,RR,43,7,2,56,40,31,10,10,1,1,5,7,61,38,31,8,10,2,4,166,,111,
2383,Buenos Aires,Clay,,A,20240210,12057501,255420,,,Francisco Comesana,R,178,ARG,23,132834,5,,Tomas Barrios Vera,R,191,CHL,26,6-3 6-4 0-0,3,RR,51,12,0,63,39,30,16,10,4,4,5,0,56,38,24,11,9,2,4,122,,196,
2506,Delray Beach,Hard,,A,20240210,12057495,298247,7,,Zachary Svajda,R,175,USA,21,334293,,WC,Ethan Quinn,U,191,USA,20,6-3 6-3 0-0,3,RR,43,1,0,53,33,26,11,9,3,4,3,3,60,29,22,9,9,4,8,119,,253,
2383,Buenos Aires,Clay,,A,20240210,12057503,196122,,WC,Camilo Ugo Carabelli,R,185,ARG,25,126356,1,,Jaume Munar,R,183,ESP,27,6-2 7-6(2) 0-0,3,RR,94,2,2,77,51,34,12,10,3,5,0,5,78,61,38,3,10,5,9,100,,63,
2383,Buenos Aires,Clay,,A,20240210,12057506,57289,6,,Hugo Dellien,R,180,BOL,31,287181,,WC,Andres Burruchaga,R,183,ARG,22,6-0 6-1 0-0,3,RR,33,0,0,38,29,21,8,7,1,1,0,3,39,18,7,7,6,5,10,171,,142,
2383,Buenos Aires,Clay,,A,20240210,12057502,47603,8,,Thiago Monteiro,L,183,BRA,30,248861,,,Manuel Cerundolo,L,180,ARG,22,4-6 6-4 6-2,3,RR,38,3,4,110,63,46,18,14,13,17,1,5,106,72,43,13,14,9,15,86,,139,
2383,Buenos Aires,Clay,,A,20240210,12059044,95801,,A,Andrea Vavassori,R,193,ITA,29,93597,,A,Andrea Pellegrino,R,185,ITA,27,6-1 7-6(2) 0-0,3,RR,78,6,4,72,43,28,12,9,4,8,4,4,68,40,18,10,10,3,10,206,,158,
