Player,Date,Number,Matches,Wins,Elo,Lefty Elo,Righty Elo,Hard Elo,Clay Elo,Grass Elo
Jack Mingjie Lin,2019-07-08,281,15,0,1086.34275779751,1250,1250,1055.4529855038998,1250.0,1250.0
Dalwinder Singh,2019-11-11,221,8,0,1205.3167124047072,1250,1250,1182.7834326094194,1250.0,1250.0
Tillmann Erdbories,2018-07-09,247,2,0,1253.3762373053153,1250,1250,1250.0,1242.740612054617,1250.0
Nicolas Bianchi,2018-07-09,252,2,0,1276.3868704290517,1250,1250,1250.0,1261.9980173926087,1250.0
Liam Draxl,2023-11-13,280,42,0,1525.6472196693921,1250,1250,1423.1034834006555,1250.0,1250.0
Nicaise Muamba,2023-11-13,253,16,0,1059.579540574476,1250,1250,1023.279190908925,1250.0,1250.0
Justin Boulais,2023-11-13,279,39,0,1258.3393012262611,1250,1250,1185.025481889287,1250.0,1250.0
Niels Lootsma,2019-07-15,263,7,0,1174.686159813796,1250,1250,1178.732304552847,1183.5759616027844,1250.0
Gijs Brouwer,2023-11-06,286,171,0,1556.8975101251553,1250,1250,1419.0422656495327,1388.3051095321548,1294.9863052954463
Jacopo Berrettini,2023-09-25,246,69,0,1343.4301784375136,1250,1250,1234.1361438622953,1233.7257347917498,1250.0
Benjamin Sigouin,2023-11-13,237,39,0,1172.1626880635265,1250,1250,1129.5385449718563,1223.0779293691994,1250.0
Keegan Smith,2023-11-27,242,91,0,1362.7731893180276,1250,1250,1285.8710167761437,1215.6283947063657,1250.0
Baptiste Crepatte,2021-03-22,251,55,0,1414.725830998685,1250,1250,1373.0492823531554,1204.3875432393302,1250.0
Tyler Lu,2018-09-10,237,7,0,1123.3546156612795,1250,1250,1148.7356785521324,1135.6465010454226,1250.0
Kelsey Stevenson,2023-11-13,243,23,0,1016.7414901790531,1250,1250,999.8858197832486,1202.1862804168723,1250.0
Nik Razborsek,2020-03-06,1,17,0,1246.784850898152,1250,1250,1072.0381945106528,1312.3156320658793,1218.8969073427338
Gustav Hansson,2018-07-23,248,4,0,1142.0924765736315,1250,1250,1250.0,1134.7449745181052,1250.0
Runhao Hua,2019-10-07,186,21,0,1253.2395380427554,1250,1250,1127.9590277089162,1256.9524661713378,1250.0
Matt Halpin,2021-07-26,244,4,0,1200.048050895817,1250,1250,1171.7793747137118,1250.0,1250.0
Nicolas Alvarez Varona,2023-11-20,237,104,0,1472.7178866415545,1250,1250,1363.3762627900455,1314.1276951991529,1250.0
Michael Vrbensky,2023-11-13,281,112,0,1469.1712431574888,1250,1250,1290.8738177329185,1372.6512064499213,1250.0
Austin Hussey,2018-07-30,229,2,0,1251.8438025506864,1250,1250,1244.0653767610022,1250.0,1250.0
Mirko Cutuli,2018-11-19,244,7,0,1245.2148797847642,1250,1250,1257.3881250129298,1202.5617750850531,1250.0
William Griffith,2020-01-27,222,5,0,1146.1447413338592,1250,1250,1109.794743111519,1250.0,1250.0
Henry Craig,2018-10-01,232,9,0,1191.6805343283927,1250,1250,1148.5267248448968,1250.0,1250.0
Bernardo Saraiva,2019-08-05,222,13,0,989.1029538271544,1250,1250,941.3456325460699,1215.2769586893353,1250.0
Adrian Oetzbach,2023-11-13,246,7,0,1208.8389445605374,1250,1250,1212.053880077083,1190.6928888583657,1250.0
Raul Brancaccio,2023-11-27,292,222,0,1490.5964862129417,1250,1250,1387.9010877642436,1410.432767498578,1229.6844595117313
Luka Vukovic,2018-08-13,243,3,0,1248.978109065509,1250,1250,1227.919430689599,1250.0,1250.0
Thomas Laurent,2022-09-05,250,4,0,1198.486806541623,1250,1250,1149.3675062548627,1250.0,1250.0
Paul Cayre,2018-09-03,250,2,0,1294.1491388130091,1250,1250,1296.302646892722,1250.0,1250.0
Jeroen Vanneste,2021-09-27,279,25,0,1356.1247474423017,1250,1250,1207.6570671329678,1263.9711896229487,1250.0
Rio Noguchi,2023-11-27,282,100,0,1411.860642664539,1250,1250,1317.4823723774405,1175.6818935443866,1222.6297304755287
Yann Wojcik,2022-09-12,240,6,0,1130.5913778695985,1250,1250,1137.343325025452,1216.882591914894,1250.0
Vladyslav Orlov,2023-10-16,283,92,0,1264.6473872681527,1250,1250,1215.49385781487,1152.9865605283462,1232.7329920381605
Francesco Paschetto,2018-09-17,236,3,0,1243.9127061764768,1250,1250,1250.0,1232.465944433691,1250.0
Nicholas Bybel,2018-09-17,229,3,0,1233.90842519975,1250,1250,1250.0,1221.0390112353962,1250.0
Vlad Andrei Dancu,2023-09-18,278,15,0,1288.8362882294912,1250,1250,1250.0,1255.2635166556292,1250.0
Mircea Alexandru Jecan,2023-11-27,252,34,0,1118.6933785674712,1250,1250,1165.1339142348322,1083.448376880215,1250.0
Cannon Kingsley,2023-11-13,270,56,0,1427.325840008588,1250,1250,1368.98019494848,1243.8932845350269,1250.0
Constantin Bittoun Kouzmine,2023-09-04,243,23,0,1227.9844355537462,1250,1250,1190.8465896998093,1208.697033634966,1250.0
Pablo Vivero Gonzalez,2018-10-22,233,20,0,1302.6035883712048,1250,1250,1266.182568644412,1169.0780669420994,1250.0
Felipe Meligeni Alves,2023-11-13,271,224,0,1619.2994489230073,1250,1250,1327.4697778152242,1468.404574851664,1244.5329991965332
Francesco Forti,2023-10-23,276,139,0,1482.8564528982454,1250,1250,1367.5936490387573,1328.486673002691,1250.0
Samuel Bensoussan,2018-10-08,250,4,0,1206.072293207228,1250,1250,1250.0,1196.4760871587343,1250.0
Emilio Nava,2023-11-13,281,174,0,1619.8091247774573,1250,1250,1479.456762426732,1481.2141829099542,1250.0
Harrison Adams,2023-06-05,246,11,0,1333.4368539840575,1250,1250,1271.2706619896144,1250.0,1250.0
Kirill Kivattsev,2023-09-18,252,34,0,1368.9787967211305,1250,1250,1381.5249337534278,1251.3933331103076,1250.0
Alexander Erler,2023-11-06,244,79,0,1332.3428261736728,1250,1250,1142.40925546418,1307.9103569646022,1250.0
Jannik Sinner,2023-11-26,2,312,0,2246.3330182271757,1250,1250,2074.7873570452725,1807.5448120018425,1358.0711537622367
Alejandro Moro Canas,2023-11-27,270,85,0,1572.3292848287622,1250,1250,1453.4274581286581,1383.3147232127455,1227.094093501099
Christian Hirschmueller,2019-07-01,222,4,0,1180.4782518805057,1250,1250,1240.1211988948307,1140.8523091166876,1250.0
Christian Seraphim,2018-10-29,235,5,0,1214.9360580292253,1250,1250,1200.3876473159423,1192.8325254541485,1250.0
Hugo Voljacques,2018-10-15,241,2,0,1241.8586007458218,1250,1250,1245.1953909002846,1250.0,1250.0
Michail Pervolarakis,2023-08-07,247,85,0,1198.4966100941392,1250,1250,1137.1509878870252,1191.1769590364115,1250.0
Shi Hong Zeng,2018-10-29,236,9,0,1089.8784712500797,1250,1250,1067.1016770795889,1169.470580137402,1250.0
Benjamin Pietri,2018-11-05,230,3,0,1244.740871302574,1250,1250,1197.8600881026628,1250.0,1250.0
Ye Cong Mo,2023-10-16,283,11,0,1226.1905702393328,1250,1250,1181.5626201010427,1250.0,1250.0
Conner Huertas Del Pino,2023-11-27,237,61,0,1252.3862110330158,1250,1250,1197.6373439371766,1259.1334955683078,1250.0
Erik Holt Crossman,2018-10-29,237,4,0,1254.2618308210951,1250,1250,1226.2352549923094,1250.0,1250.0
Alexander Crnokrak,2020-02-03,255,14,0,1267.615789575525,1250,1250,1204.4891323426614,1250.0,1250.0
Lucas Vuradin,2019-01-07,222,7,0,1197.5113553313154,1250,1250,1160.5753886436235,1250.0,1250.0
Thomas Bosancic,2019-01-07,247,6,0,1162.1616407743848,1250,1250,1147.0035022562415,1250.0,1250.0
Jayden Court,2023-10-30,237,10,0,1290.5350567759867,1250,1250,1243.5989962906262,1250.0,1250.0
Colin Sinclair,2023-11-27,246,89,0,1299.4159747826877,1250,1250,1228.7730582955453,1278.5907694906061,1250.0
Moerani Bouzige,2023-10-30,243,7,0,1086.9147931245843,1250,1250,1044.5760742449452,1250.0,1250.0
Nuno Borges,2023-11-27,297,193,0,1750.1714883373581,1250,1250,1587.3553151754352,1583.0112922597596,1257.344119132879
James Ibrahim,2019-10-28,243,7,0,1209.4459000067209,1250,1250,1183.2086736043084,1250.0,1250.0
Tomas Martin Etcheverry,2023-10-30,268,283,0,1810.2531113794196,1250,1250,1480.116704159837,1675.1929415870484,1216.778590894672
Facundo Diaz Acosta,2023-11-13,281,164,0,1739.0624307943588,1250,1250,1332.9278950855005,1653.1425663815705,1213.379642952604
Clement Tabur,2023-10-23,239,66,0,1461.4050845340741,1250,1250,1199.684390695547,1420.418770270545,1250.0
Dan Added,2023-11-06,247,89,0,1405.627528137989,1250,1250,1350.882011411329,1194.7838514022926,1250.0
Naoki Tajima,2023-11-20,239,11,0,1268.2662804566703,1250,1250,1214.9080632761356,1250.0,1250.0
Taisei Ichikawa,2023-11-13,274,10,0,1386.77719623658,1250,1250,1325.9376620220044,1250.0,1250.0
Gergely Madarasz,2023-03-13,276,12,0,1141.059251256896,1250,1250,1243.4587111070564,1104.4174792111405,1250.0
Siddharth Vishwakarma,2023-07-24,253,9,0,1193.2808116270844,1250,1250,1166.7411255509794,1250.0,1250.0
Lucas Gerch,2023-10-30,280,115,0,1428.8721723763877,1250,1250,1385.1131406635766,1300.2864730401961,1250.0
Giuseppe Tresca,2023-07-03,241,11,0,1112.1766955386202,1250,1250,1167.5427971529214,1071.830959364302,1250.0
Maxime Cressy,2023-11-13,273,271,0,1630.0661462497574,1250,1250,1531.5389987365893,1291.2113951915212,1286.614328408081
David Szintai,2019-02-04,255,4,0,1252.7382875457772,1250,1250,1202.5043306098758,1250.0,1250.0
Ryan Nijboer,2023-11-27,238,21,0,1203.8742658655647,1250,1250,1243.932266834476,1118.60277350365,1250.0
Francisco Cerundolo,2023-10-30,252,260,0,1904.865112081223,1250,1250,1580.635787942897,1754.786788715975,1313.0906036509848
Nathan Ponwith,2023-11-27,238,52,0,1073.7037200682166,1250,1250,1027.2795479114238,1215.0672970361456,1250.0
Rayane Roumane,2021-07-26,244,28,0,1391.3240491316674,1250,1250,1301.0465920678346,1219.9977290981133,1250.0
Carlos Alcaraz,2023-11-13,291,253,0,2206.6796517123616,1250,1250,1952.324868090284,1995.22604864883,1455.751554920045
Peter Heller,2023-07-31,241,48,0,1307.717535951806,1250,1250,1123.4848265336493,1268.5152169610676,1250.0
Lorenzo Musetti,2023-11-25,1,269,0,1831.6681926747483,1250,1250,1588.4175667390225,1776.065880966521,1255.004676891006
Filip Cristian Jianu,2023-11-27,271,156,0,1347.7759651549309,1250,1250,1315.2767567969177,1255.8861806176174,1225.640847119612
Giulio Zeppieri,2023-10-23,293,212,0,1649.2808235417426,1250,1250,1438.9976217798599,1586.7788369245595,1238.3496617051267
Nick Hardt,2023-10-09,242,112,0,1417.679194863531,1250,1250,1371.232291247318,1269.6221847561824,1229.9907986809683
Zane Khan,2021-09-06,244,18,0,1389.1644985660987,1250,1250,1294.1656818554832,1303.8203541866992,1250.0
Jordi Arconada,2021-03-15,237,22,0,1122.031875827288,1250,1250,1040.5988434211918,1206.2973863746995,1250.0
Tomas Machac,2023-11-22,1,239,0,1868.2755526044068,1250,1250,1719.9697042641494,1558.210946680428,1263.8744470595698
Jiri Lehecka,2023-11-22,2,221,0,1839.6100651470044,1250,1250,1640.335082098359,1630.6790566870561,1284.8649350474002
Federico Iannaccone,2023-10-16,237,26,0,1320.5285976667967,1250,1250,1237.0365224137186,1276.2820117841318,1250.0
Timofey Skatov,2023-10-23,244,172,0,1524.6630731998507,1250,1250,1371.4532948860958,1405.5088939058478,1226.04041617097
Hugo Gaston,2023-11-20,289,244,0,1715.7139972300085,1250,1250,1562.9485843431094,1623.2008822025964,1215.526443464631
Andrew Watson,2019-06-17,222,4,0,1275.9802798911285,1250,1250,1216.9882064975686,1250.0,1184.9766261862283
James Trotter,2023-11-27,237,44,0,1428.4706608836534,1250,1250,1374.0026208854958,1211.895875258541,1250.0
Ryan Peniston,2023-11-13,273,185,0,1568.6524480971432,1250,1250,1458.5320410400702,1305.9981107639678,1250.7867827901987
Paul Jubb,2023-01-16,273,65,0,1479.9798170076115,1250,1250,1341.7883610628342,1444.9338180878901,1226.8905441784518
Jack Draper,2023-11-23,1,153,0,1948.2574345134342,1250,1250,1791.8275394648497,1376.7650264257704,1253.997681416345
Mark Vervoort,2021-07-19,248,16,0,979.3717406823023,1250,1250,1011.878983197805,1027.240448193272,1250.0
Jonas Forejtek,2023-11-27,295,140,0,1422.3919096391294,1250,1250,1331.5133365480506,1384.0336472091342,1235.3947968963196
Alexey Zakharov,2023-10-02,128,23,0,1198.7300312495497,1250,1250,1142.0694862308087,1250.0,1250.0
Samuele Ramazzotti,2019-07-15,263,6,0,1261.3600998514717,1250,1250,1288.2219688827063,1183.9842565523854,1250.0
Niklas Guttau,2021-07-12,248,9,0,1180.7809708089196,1250,1250,1188.572053564655,1163.7599050881984,1250.0
Jesper De Jong,2023-09-25,279,167,0,1621.9276360576598,1250,1250,1436.291277403516,1532.78850059139,1198.7558597307502
Nikolas Sanchez Izquierdo,2023-11-27,277,144,0,1374.4037308253764,1250,1250,1123.3878595083615,1321.8076891465505,1250.0
Eero Vasa,2023-11-06,281,14,0,1127.136554047929,1250,1250,1139.8795485456637,1108.2818650113509,1250.0
Diego Hidalgo,2023-01-02,247,59,0,1151.9954716930165,1250,1250,1094.0876624134924,1095.7045911802295,1250.0
Vasil Kirkov,2023-11-13,238,15,0,1297.7700326633883,1250,1250,1284.9924659512044,1185.5444587598467,1250.0
Nicolas Moreno De Alboran,2023-11-20,292,136,0,1549.141965627644,1250,1250,1408.737197149242,1534.2866520509037,1247.3344757429063
Sandro Kopp,2023-10-23,240,33,0,1282.5389404119007,1250,1250,1308.228004490487,1223.5457692538746,1250.0
Yuya Ito,2019-08-05,255,2,0,1315.5724602376797,1250,1250,1288.9313231899316,1250.0,1250.0
Kazuki Nishiwaki,2023-11-27,243,12,0,1025.8527399866434,1250,1250,979.1550941817941,1250.0,1250.0
Federico Arnaboldi,2023-10-30,246,38,0,1239.413385809574,1250,1250,1133.2463559661508,1195.848984872285,1250.0
Luca Castelnuovo,2023-09-11,238,34,0,1291.3449382812516,1250,1250,1247.6626918548857,1143.7557754152392,1250.0
Kacper Zuk,2023-10-30,286,169,0,1498.4007888373892,1250,1250,1333.2211620041428,1370.0879400141764,1246.8565176109341
Piotr Galus,2019-09-09,248,4,0,1171.4353975012264,1250,1250,1250.0,1153.818181485491,1250.0
Filip Kolasinski,2019-09-09,243,2,0,1305.3792883079284,1250,1250,1250.0,1289.4493743839075,1250.0
Baran Cengiz,2019-09-09,240,2,0,1268.435552625536,1250,1250,1250.2314574630377,1250.0,1250.0
Philip Henning,2022-09-16,2,3,0,1348.172288454805,1250,1250,1374.0531539728452,1211.3722475108189,1250.0
Cayetano March,2022-10-31,277,15,0,1078.738823853504,1250,1250,1173.3912061456501,1048.2014120473712,1250.0
Ari Fahresi,2019-09-14,4,1,0,1311.6413779366942,1250,1250,1306.600586520633,1250.0,1250.0
Ajeet Rai,2023-10-30,244,35,0,1204.6348219674112,1250,1250,1153.3666719711798,1248.442751218795,1250.0
Michael Geerts,2023-11-27,284,186,0,1387.3270605689759,1250,1250,1319.02141008567,1344.4442792290208,1230.9988851869857
Jacob Dunbar,2019-10-28,221,5,0,1242.9040582910052,1250,1250,1210.8028597062091,1250.0,1250.0
Gabriel Petit,2020-01-06,222,11,0,1367.566674177431,1250,1250,1310.3062835489702,1184.3368048899058,1250.0
Scott Duncan,2019-09-16,221,4,0,1196.002592524384,1250,1250,1186.649751518079,1250.0,1250.0
Luke Johnson,2023-11-06,249,19,0,1121.6844743550018,1250,1250,1087.1777635358605,1250.0,1157.780837915172
Thiago Agustin Tirante,2023-11-20,273,190,0,1589.746413646846,1250,1250,1395.5465836255785,1494.3294988299792,1254.532351671752
Tomas Farjat,2023-10-09,244,34,0,1346.1877983830684,1250,1250,1293.1368130408719,1282.4337834947125,1250.0
Savriyan Danilov,2022-11-07,254,15,0,1097.4882236501833,1250,1250,1121.61566420519,1134.8618223452659,1250.0
Max Andrews,2019-09-30,222,2,0,1276.5526105633223,1250,1250,1250.0,1268.6943998342622,1250.0
Zachary Svajda,2023-11-06,281,120,0,1732.3742673740112,1250,1250,1620.5186870336158,1177.8227008721522,1280.2007056746006
Cameron Green,2019-10-28,267,3,0,1242.570876224455,1250,1250,1221.40310071863,1250.0,1250.0
Dane Sweeny,2023-11-13,280,94,0,1423.2697256478596,1250,1250,1350.0338319286354,1211.1925180994028,1224.1591591960496
Tristan Schoolkate,2023-11-06,272,75,0,1477.6312806839233,1250,1250,1397.5529955513714,1178.978410726774,1250.0
Mislav Bosnjak,2019-10-28,263,6,0,1111.7420679443967,1250,1250,1085.32307322753,1250.0,1250.0
Gage Brymer,2023-08-14,248,55,0,1141.7318812064766,1250,1250,1083.790712329307,1250.0,1218.4707271038121
Yuta Kawahashi,2019-11-04,247,2,0,1217.3038199299722,1250,1250,1204.113103517365,1250.0,1250.0
Aleksandar Kovacevic,2023-11-27,288,194,0,1687.22260680302,1250,1250,1583.2866005029741,1205.9436191913546,1213.1274485793654
Juan Manuel Cerundolo,2023-11-06,273,199,0,1586.546297631398,1250,1250,1371.4820895089808,1471.7133151101941,1200.008340814608
Sebastian Baez,2023-10-30,265,206,0,1846.2319950606284,1250,1250,1492.7664202828232,1740.4105860034517,1238.9738456966438
Otto Virtanen,2023-11-24,1,144,0,1639.7239527702804,1250,1250,1567.5251753432394,1294.3444320430349,1279.6980161430133
Aryan Goveas,2019-11-11,274,6,0,1205.0802076685504,1250,1250,1150.2946118103364,1250.0,1250.0
Anirudh Chandrasekar,2023-10-16,244,12,0,1107.8795303087345,1250,1250,1072.6256115770104,1188.2346727481795,1250.0
Roman Blokhin,2019-11-11,264,2,0,1254.4407752616967,1250,1250,1242.793210664525,1250.0,1250.0
Govind Nanda,2023-04-24,251,56,0,1395.076976516186,1250,1250,1289.7706407063893,1292.1412933330205,1250.0
Harold Mayot,2023-11-20,277,125,0,1611.4595451052774,1250,1250,1467.4326518727469,1407.812009217495,1305.6205010200897
Andrew Fenty,2023-11-20,252,15,0,1288.1420009424962,1250,1250,1237.863879943181,1250.0,1250.0
Jai Corbett,2020-01-13,270,3,0,1226.849080694538,1250,1250,1199.842494558041,1250.0,1250.0
Rinky Hijikata,2023-11-06,282,148,0,1686.7306991344396,1250,1250,1541.5083212272789,1234.9395087817047,1336.6369574765413
Kyrian Jacquet,2023-10-16,283,111,0,1563.3123628930543,1250,1250,1354.8905185829217,1430.3941205101064,1250.0
Valentin Royer,2023-10-02,284,51,0,1465.055453889924,1250,1250,1393.0851733844804,1330.8420688474262,1250.0
Petros Tsitsipas,2023-11-06,243,29,0,1071.3074709188375,1250,1250,1061.3350283186091,1114.691392529075,1250.0
Gilbert Soares Klier Junior,2023-11-27,291,52,0,1488.4890713173447,1250,1250,1402.4471773187347,1302.0390412688814,1250.0
Hunter Reese,2020-09-14,247,11,0,1012.5515500381812,1250,1250,1106.6974780601993,1052.0497796325976,1250.0
Niki Kaliyanda Poonacha,2023-11-27,242,25,0,1161.8861828570293,1250,1250,1126.7035974454425,1213.3943619738868,1250.0
Razvan Baiant,2020-02-17,222,2,0,1250.4638923981345,1250,1250,1247.0618398562146,1250.0,1250.0
Alexandre Aubriot,2023-11-27,238,11,0,1243.520396581901,1250,1250,1122.9507538355228,1227.879452572857,1250.0
Alexander Cozbinov,2023-11-13,250,47,0,1228.4806427859796,1250,1250,1152.9462206829123,1218.9438029475677,1250.0
Shintaro Mochizuki,2023-11-13,270,170,0,1574.9334646488996,1250,1250,1432.9694084136388,1400.7951242317822,1249.8119694370691
Lukas Hellum Lilleengen,2022-09-16,4,2,0,1286.4947023247873,1250,1250,1261.3408558859437,1250.0,1250.0
Robert Strombachs,2023-10-16,241,41,0,1327.1772486223856,1250,1250,1279.317075842251,1244.9062560286702,1200.0363766433832
Adam Moundir,2023-09-16,2,6,0,1219.6864365425668,1250,1250,1177.0866794588233,1245.8434655862889,1250.0
Aissa Benchakroun,2020-03-06,4,1,0,1307.0505876874859,1250,1250,1250.0,1315.6631951100942,1250.0
Adolfo Daniel Vallejo,2023-11-20,241,35,0,1317.9933703052127,1250,1250,1264.0623088408615,1296.673376179449,1250.0
Martin Antonio Vergara Del Puerto,2021-09-17,2,2,0,1224.5995384113749,1250,1250,1250.0,1223.0198105117051,1250.0
Maks Kasnikowski,2023-11-13,278,61,0,1453.269147110053,1250,1250,1396.8823556653342,1296.3249370965902,1250.0
Hazem Naw,2023-11-13,250,16,0,1314.9989445594647,1250,1250,1262.5796456356095,1239.1207089686723,1250.0
Gunawan Trismuwantara,2023-09-16,1,4,0,1180.5955473025501,1250,1250,1271.0963166467138,1250.0,1143.0959936394559
Alexander Donski,2023-11-06,248,19,0,1204.0065108910703,1250,1250,1159.6731850080052,1209.875385990833,1250.0
Blaise Bicknell,2023-11-27,292,44,0,1429.0993316702115,1250,1250,1270.1730757614164,1372.6443510350875,1250.0
Kristjan Tamm,2023-05-15,243,10,0,1066.847622636435,1250,1250,1210.1893531252354,1086.3922639567106,1250.0
Daniil Glinka,2023-10-23,281,34,0,1352.828699027692,1250,1250,1333.9023552239275,1199.586946748431,1250.0
Simon Freund,2022-09-12,241,5,0,1152.7286263637725,1250,1250,1158.563719607214,1152.7877317277996,1250.0
Alec Beckley,2023-02-27,238,5,0,1139.7634399431363,1250,1250,1183.1441469660297,1250.0,1250.0
Pierre Malan,2021-02-07,250,3,0,1199.644792803852,1250,1250,1190.206020342529,1250.0,1250.0
Carl Roothman,2021-02-14,248,3,0,1196.197274850151,1250,1250,1183.2035973397808,1250.0,1250.0
Mehluli Don Ayanda Sibanda,2021-11-26,1,6,0,1081.710386480956,1250,1250,1085.8378143334244,1217.7510567765241,1250.0
Jean Thirouin,2021-11-22,247,10,0,1248.5264860325617,1250,1250,1255.1484118666867,1204.167003934243,1250.0
Andrew Paulson,2023-11-13,284,73,0,1423.8930514001827,1250,1250,1283.115109084251,1320.8087368593874,1250.0
Matteo Gigante,2023-10-30,274,123,0,1529.671884398828,1250,1250,1324.415896298906,1482.1816916601153,1268.003809449567
Luca Nardi,2023-11-27,292,157,0,1673.1025892060284,1250,1250,1548.080850765577,1403.252144409237,1242.7381441179896
Luciano Darderi,2023-11-13,279,159,0,1683.1436181472916,1250,1250,1245.3702078799247,1602.8024892481951,1229.9367895869452
Leandro Riedi,2023-11-27,277,78,0,1562.9204946143664,1250,1250,1452.0634742000202,1354.0391615273693,1230.3403778046743
Arthur Cazaux,2023-11-06,271,139,0,1661.4952573736252,1250,1250,1532.3707495677006,1394.0714260629366,1322.724590509194
Giovanni Mpetshi Perricard,2023-10-30,191,100,0,1590.238113392507,1250,1250,1460.0869995217492,1430.9908154152483,1281.3569644848424
Cezar Cretu,2023-09-18,272,24,0,1359.8576168195975,1250,1250,1250.0,1300.4903255463344,1250.0
Duje Ajdukovic,2023-11-13,300,177,0,1660.1759100322417,1250,1250,1388.0023387824087,1510.3226761603157,1246.5033507300418
Remy Bertola,2023-11-13,241,66,0,1455.7699134971883,1250,1250,1260.4601391078377,1331.5737899421179,1250.0
Carlos Gimeno Valero,2022-06-27,242,63,0,1544.886107986259,1250,1250,1315.2518299289684,1445.5966613519713,1250.0
Francesco Passaro,2023-11-13,277,137,0,1529.0643742813288,1250,1250,1349.1483529146974,1467.3962988147227,1237.8726909403877
Pol Martin Tiffon,2023-07-03,274,54,0,1379.0038632378496,1250,1250,1206.1359505655535,1304.549459210139,1250.0
Carlos Lopez Montagud,2023-11-27,284,25,0,1386.9466181047044,1250,1250,1250.0,1328.2799627913514,1250.0
Garrett Johns,2023-10-09,237,23,0,1411.8625927801725,1250,1250,1335.6898840176339,1250.0,1250.0
Matheus Pucinelli De Almeida,2023-11-27,289,140,0,1428.6566639518148,1250,1250,1234.232471111321,1369.2479252299984,1230.1730796980398
Eduardo Ribeiro,2023-11-20,283,68,0,1289.855184013667,1250,1250,1184.860817304395,1260.8128963667107,1250.0
Joao Lucas Reis Da Silva,2023-11-27,290,99,0,1478.1552881812563,1250,1250,1214.6087802074517,1425.0935182783537,1250.0
Luis Faria,2022-04-04,248,26,0,1137.3893512133643,1250,1250,1247.2232394151547,1090.7870959634804,1250.0
Adrian Andreev,2023-11-27,296,149,0,1539.6205536771604,1250,1250,1381.1596852081266,1478.577065638184,1229.2996581951083
Yanki Erel,2023-11-06,247,32,0,1354.990667908344,1250,1250,1329.4336483791856,1138.0380623617048,1204.9520190294363
Titouan Droguet,2023-11-13,295,89,0,1650.3363014697659,1250,1250,1537.1498693941721,1454.7259436265722,1250.0
Khololwam Montsi,2021-02-14,290,4,0,1258.8565932957272,1250,1250,1197.6262419444179,1250.0,1250.0
Alex Marti Pujolras,2023-11-20,242,40,0,1388.2402131410097,1250,1250,1250.0,1318.748456172074,1250.0
Dominic Stricker,2023-11-27,293,147,0,1743.0005492439013,1250,1250,1572.1004062228742,1488.8574896005089,1346.9520108955737
Alibek Kachmazov,2023-11-13,252,101,0,1604.7883939613973,1250,1250,1486.5372162572435,1234.289708373169,1250.0
Frane Nincevic,2023-03-20,245,8,0,1207.4190999542354,1250,1250,1250.0,1159.097874919202,1250.0
Lilian Marmousez,2023-10-23,237,4,0,1245.87103311605,1250,1250,1244.8891756279459,1180.6623135949208,1250.0
Jurgen Briand,2023-05-15,244,39,0,1354.24790745036,1250,1250,1317.3070337125744,1275.6090138677846,1250.0
Tiago Torres,2021-03-29,251,2,0,1258.8555177700252,1250,1250,1250.0,1240.8586314506729,1250.0
Francisco Cabral,2022-03-28,241,14,0,1194.6840692601204,1250,1250,1240.9480179779123,1110.4783034068844,1250.0
Pedro Araujo,2023-11-27,240,32,0,1231.9538250476428,1250,1250,1123.0533359534338,1156.7528255959583,1250.0
Carlos Sanchez Jover,2023-11-27,279,88,0,1388.3362967745709,1250,1250,1222.8673428337054,1330.966292443858,1250.0
Hamad Medjedovic,2023-11-27,286,109,0,1796.371881528294,1250,1250,1523.6839915026442,1652.5129087229511,1310.4342217694123
Bozo Barun,2022-05-09,239,6,0,1222.2398051991745,1250,1250,1250.0,1183.4803435957178,1250.0
Flavio Cobolli,2023-11-27,292,220,0,1669.2574968472322,1250,1250,1423.0815569553959,1586.3098950512474,1211.3960356727084
Arthur Fils,2023-11-27,295,140,0,1861.2382032929604,1250,1250,1645.7006253275972,1622.7788855334534,1293.7640723435732
Anton Matusevich,2023-11-27,245,19,0,1477.0824547813256,1250,1250,1259.2281324335058,1326.8513706041288,1248.3863156613081
Aidan Mchugh,2023-11-13,271,86,0,1371.9920368901048,1250,1250,1287.718475265555,1255.8149984950762,1151.3753006283555
Dalibor Svrcina,2023-10-30,279,129,0,1535.7632652364302,1250,1250,1342.290159695795,1441.4378083810711,1231.4125504926128
Alastair Gray,2023-02-20,282,37,0,1517.7159973500777,1250,1250,1344.638125126546,1250.0,1101.6912366351955
Felix Gill,2023-08-14,296,20,0,1481.281187160057,1250,1250,1250.0,1432.1083382489378,1136.0006119108868
Arthur Fery,2023-11-13,286,44,0,1684.1835079028058,1250,1250,1544.1748025582601,1250.0,1144.3438664547227
Jack Pinnington Jones,2023-02-06,249,11,0,1344.8487807730519,1250,1250,1280.1976012325042,1196.6100963275285,1251.8268238148949
Nino Ehrenschneider,2021-07-05,251,3,0,1245.704947694117,1250,1250,1196.3533118516998,1252.4716470154476,1250.0
Tim Sandkaulen,2022-10-17,237,5,0,1178.8528624671533,1250,1250,1190.2961903245366,1167.6396581081908,1250.0
Deney Wassermann,2023-07-17,248,5,0,1282.1648427051578,1250,1250,1250.0,1238.84484270359,1250.0
Nicholas David Ionel,2023-11-27,285,105,0,1370.9917781192794,1250,1250,1253.7564940936238,1321.355353568768,1230.4433302186794
