Player,Matches,Hand Preference,Hard +/- %,Clay +/- %,Grass +/- %
Magdalena Maleeva,472,0.022829631930423977,-0.14302802460697206,0.016007761338830973,0.15182693576045359
Nathalie Tauziat,406,0,-0.06299501704694466,-0.13992900492385218,0.2952557373675002
Virginia Ruano Pascual,400,-0.022079772079772075,-0.010094431781178859,0.04146030847601523,-0.05405405405405406
Nancy Feber,44,0,-0.17647058823529416,0.2941176470588236,0.2078431372549021
Paola Suarez,385,-0.02651515151515149,-0.14784756527875798,0.13230323515210052,-0.028669724770642113
Adriana Serra Zanetti,167,0,-0.1164021164021164,0.010080645161290258,-0.005952380952380931
Patricia Hy Boulais,105,0,-0.34375,0.21153846153846168,0.575
Ann Grossman,87,0,-0.08300395256916993,0.14004914004914015,-0.34090909090909083
Julie Halard Decugis,257,0,-0.018684451685164416,0.07178349600709844,0.2892976588628764
Gabriela Sabatini,85,0,0.03128991060025532,-0.02298850574712652,0.1724137931034484
Els Callens,212,0,-0.1374321880650995,-0.05975723622782447,0.15958815958815964
Catalina Cristea,139,0,-0.2771999999999999,0.30823529411764716,-0.3584615384615384
Petra Begerow,65,0,-0.15217391304347838,0.22209165687426546,-1.0
Steffi Graf,205,0,-0.02729931751706216,0.04013981283120982,0.015431510763955103
Rennae Stubbs,44,0,-0.05982905982905984,-1.0,0.1282051282051282
Ines Gorrochategui,92,0,-0.16109422492401226,-0.021276595744680993,0.22340425531914887
Lindsay Lee Waters,101,0,-0.024154589371980673,-0.06481481481481477,-0.5324074074074074
Jana Nejedly,163,0,-0.004669540229884972,0.21807065217391308,-0.5755208333333334
Rachel Mcquillan,138,0,0.19999999999999996,-0.31851851851851853,-0.5157894736842106
Jana Kandarr,183,0,0.019157941635107978,0.1055437100213219,-0.18059701492537317
Larisa Savchenko,109,0,-0.15251196172248804,-0.07102272727272729,0.5244755244755244
Mana Endo,73,0,0.11933333333333351,-0.7296296296296296,0.08148148148148149
Rita Grande,377,0.14629542236904197,0.0437430786267996,-0.010688684075780941,-0.11419172932330823
Gigi Fernandez,48,0,0.05494505494505497,-1.0,0.21904761904761894
Karin Kschwendt,67,0,0.1166666666666667,-0.21176470588235297,-0.1066666666666668
Sabine Hack,75,0,-0.15069686411149819,0.11346765641569467,0
Naoko Kijimuta,81,0,0.021008403361344463,0.19117647058823528,-0.04705882352941171
Nicole Arendt,73,0,-0.055294117647058716,-0.24221453287197225,0.32126696832579205
Janet Lee,114,0,0.1741573033707866,-1.0,-0.20833333333333337
Kimberly Po Messerli,143,0,0.18288077683869797,-0.49780509218612823,-0.10133542812254526
Asa Carlsson,277,0,-0.07769145394006649,0.14478578316572532,-0.41806722689075626
Katarina Studenikova,123,0,-0.09748427672955973,0.050907796368814484,-0.07169811320754715
Anne Miller,78,0,-0.1428571428571428,0.1729323308270676,-0.07142857142857151
Erika De Lone,75,0,0.24584717607973405,-0.23469387755102056,-0.025974025974026094
Monica Seles,427,0,0.022925999568790045,-0.005476520206471047,-0.0735700197238659
Sandra Cecchini,65,0,-1.0,0.09090909090909083,-1.0
Alexia Dechaume Balleret,126,0,-0.0360655737704918,0.057777777777777706,0.018181818181818077
Ludmila Richterova,70,0,-0.2758620689655171,0.3611111111111114,-1.0
Fang Li,96,0,0.08027006751687926,-0.007751937984496249,-1.0
Elena Tatarkova,89,0,-0.011111111111111183,0.06635944700460827,0.15584415584415567
Barbara Rittner,262,0,-0.11663932932385634,0.06663343303423064,0.06905210295040809
Tatiana Panova,324,0,0.0326904217064401,-0.16572252549181177,0.14639540026536935
Tina Krizan,64,0,0.025641025641025772,0.06666666666666665,-0.23809523809523814
Meilen Tu,255,0,0.02423349846030276,-0.20638008169616806,0.31443298969072164
Rika Hiraki,61,0,0.16067653276955607,-1.0,-0.20779220779220786
Laura Golarsa,80,0,-0.1534391534391536,-0.288888888888889,0.4814814814814814
Kristine Kunce,55,0,-0.8868312757201646,-0.32098765432098764,0.5432098765432098
Petra Langrova,50,0,-0.0430622009569378,0.0835913312693497,-1.0
Maria Vento Kabchi,271,0,0.006274007682458338,-0.10413223140495864,0.05584415584415581
Maria Sanchez Lorenzo,301,0,-0.1908602150537635,0.16819556451612905,-0.06637717121588083
Nana Smith,79,0,0.13156498673740047,-1.0,-0.2216748768472907
Annabel Ellwood,76,0,0.20634920634920628,-1.0,-1.0
Angeles Montolio,171,0,-0.3936170212765957,0.21042471042471056,-0.3214285714285714
Alexandra Fusai,160,0,-0.09604519774011311,0.20527306967984926,-0.4576271186440678
Kristina Brandi,264,0,0.007520484902907354,-0.13179863394889957,0.2784503631961259
Tamarine Tanasugarn,595,0.13723089911355002,-0.0024616441493017227,-0.5707070707070707,0.31426974664679563
Barbara Schett,474,-0.13658536585365855,-0.06860176503033655,0.1254160564505391,-0.08494208494208488
Maureen Drake,99,0,-0.042964554242749586,0.16787658802177874,-0.1858552631578947
Anne Kremer,385,0,-0.1194845763373682,0.1706497386109036,0.12244897959183687
Francesca Lubiani,80,0,0.0,-0.01477832512315258,-0.4285714285714285
Aleksandra Olsza,50,0,0.1513157894736843,-0.0430622009569378,-0.24812030075187974
Anna Kournikova,302,0,0.002006172839505993,0.03063492063492057,0.1439393939393938
Sandra Kleinova,173,0,-0.02093944538766279,-0.12026442918891433,-0.3610341643582641
Kerry Anne Guse,70,0,-0.3137254901960784,-1.0,0.30030959752321973
Venus Williams,1063,-0.05322865893111328,0.005104370391227242,-0.03720992550511815,0.05579447482132238
Flora Perfetti,75,0,0.06490872210953347,0.0237068965517242,-0.13793103448275867
Janette Husarova,170,0,0.040000000000000036,0.014925373134328401,-1.0
Jing Qian Yi,66,0,-0.018181818181818188,0.11111111111111116,0.0
Denisa Chladkova,296,0,0.0183486238532109,0.057655038759689914,-0.05787037037037046
Sonya Jeyaseelan,103,0,-0.27371794871794863,0.4405594405594404,-0.33974358974358976
Marlene Weingartner,214,0,0.08197074010327032,-0.02846167277806877,-0.1796276013143483
Yuka Yoshida,101,0,0.14437134502923987,-0.48989898989898983,-0.3765432098765432
Magdalena Grzybowska,132,0,0.04018912529550822,0.003968253968253954,-0.12698412698412698
Lenka Nemeckova,72,0,-0.17948717948717952,0.10769230769230775,-1.0
Henrieta Nagyova,368,-0.15859872611464965,-0.04823483770852188,0.09426107641986325,-0.4821277793414016
Cristina Torrens Valero,261,-0.11815476190476187,-0.35639195327709283,0.21043478260869564,-0.20565217391304358
Patty Schnyder,870,-0.018542395775772103,0.018593476614524818,0.05187249137708827,-0.2947470817120623
Petra Mandula,162,0,-0.3059396299902629,0.267245057602048,-0.4141048824593129
Selima Sfar,103,0,-0.2334883720930232,0.3773255813953489,-0.34672304439746304
Larissa Schaerer,48,0,0.06666666666666665,-0.01538461538461533,0
Fabiola Zuluaga,242,0,-0.13571428571428568,0.18048780487804894,-0.7119047619047618
Vilmarie Castellvi,43,0,0.023809523809523947,-0.014109347442680775,0
Sandra Dopfer,44,0,-0.24786324786324798,0.1671087533156499,-1.0
Nicole Pratt,366,0,0.07224641186905334,-0.21078167115902957,0.07064501974550241
Elena Pampoulova,88,0,0.04310344827586188,0.04499999999999993,-0.08333333333333337
Nathalie Dechy,572,-0.0992534036012297,0.017747747747747677,0.004864864864864815,-0.046666666666666634
Amelie Cocheteux,76,0,0.1692307692307693,0.03167420814479649,-0.6346153846153846
Amelie Mauresmo,659,-0.023258504975700145,0.010501178318931714,-0.0013996529786003409,-0.022018981880931765
Gloria Pizzichini,56,0,-0.8205128205128205,0.38541666666666674,0.0
Brie Rippner,52,0,-0.01038062283737018,-0.3202614379084968,0.5294117647058822
Samantha Smith,48,0,-0.5555555555555556,0.5,-0.05882352941176461
Eugenia Kulikovskaya,41,0,-0.14583333333333337,0.33986928104575176,-1.0
Tatiana Poutchek,168,0,0.09951334116462496,-0.08666453469779334,-0.22342064714946075
Miho Saeki,103,0,-0.15699404761904756,-0.10822510822510811,0.6349206349206349
Emmanuelle Gagliardi,311,0,-0.08056171470805618,0.12780019886529814,-0.04093075413512759
Silvija Talaja,282,0.08593227144960514,-0.07820402121623293,0.1448358208955225,-0.07402985074626867
Corina Morariu,184,0,-0.10725229826353422,0.2529792305073204,-0.23832052040212892
Tara Snyder,107,0,-0.11533691608102525,0.1482926829268294,0.0037523452157599557
Haruka Inoue,41,0,-0.1253333333333333,-1.0,0.3666666666666667
Gala Leon Garcia,254,0,-0.2854219948849104,0.17087480356207463,-0.3097826086956521
Tzipi Obziler,122,0,-0.015166340508806386,0.06507936507936507,-1.0
Shelley Stephens,52,0,-0.1333333333333333,-0.30666666666666653,0.617777777777778
Lubomira Bacheva,77,0,-0.4225,0.2078431372549019,-0.56
Pavlina Nola,87,0,-0.13289036544850497,0.27472527472527464,-1.0
Anne Gaelle Sidot,214,0,0.018374091209517607,-0.19850187265917607,0.0018726591760300781
Lilia Osterloh,217,0,0.11282051282051286,-0.33024691358024694,0.05246913580246915
Andrea Glass,123,0,-0.17004048582995968,0.24078947368421044,-0.280701754385965
Sandra Kloesel,70,0,0.053763440860215006,0.06666666666666665,-1.0
Trudi Musgrave,49,0,-1.0,0.01379310344827589,0.17763845350052265
Seda Noorlander,80,0,0.10769230769230775,-0.06341463414634152,0.16363636363636358
Meghann Shaughnessy,459,-0.011367127496159757,-0.014655172413793105,0.05420966524037252,-0.010775862068965525
Rita Kuti Kis,141,0,-0.6371590324240864,0.21941693402148132,-1.0
Jennifer Capriati,387,0,-0.010093328724507411,0.024267501677476933,0.08425055033019802
Adriana Gersi,143,0,-0.04528301886792452,0.1942468295700588,-0.70020964360587
Lisa Mcshea,109,0,-0.5697368421052632,0.06237816764132531,0.08117408906882573
Evie Dominikovic,123,0,-0.228494623655914,-0.47435897435897434,0.21006944444444442
Esme De Villiers,50,0,0,-0.04761904761904756,-0.1428571428571428
Gail Biggs,43,0,-1.0,-1.0,0.10912698412698418
Renee Reid,48,0,-1.0,0.24675324675324672,-0.47107438016528924
Bryanne Stewart,57,0,0.05857142857142872,0.2954545454545454,-0.3736263736263735
Cindy Watson,59,0,-0.3740053050397878,0.3078817733990149,-0.1522988505747126
Akiko Morigami,223,0,0.0045045045045044585,-0.18682968682968681,0.21758121758121773
Shinobu Asagoe,262,0,-0.06611328124999993,0.07926136363636349,0.09166666666666679
Mareze Joubert,43,0,-0.17307692307692302,0,0.06699751861042191
Olga Barabanschikova,154,0,-0.014084507042253502,-0.02487562189054726,0.24444444444444446
Mirjana Lucic,301,0,-0.11454804778035299,0.20489251297257227,0.011683738796415044
Anneliese Rose,40,0,0.03529411764705892,-0.02608695652173909,0
Iroda Tulyaganova,192,0,-0.039999999999999925,0.03977591036414552,0.2571428571428571
Jill Craybas,414,-0.054275473630312376,0.051948051948051965,-0.06686701728024036,-0.05118411000763934
Saori Obata,137,0,-0.02985645933014358,0.24545454545454537,-0.06590909090909092
Barbara Schwartz,98,0,-0.08837209302325577,0.13953488372093026,-0.43023255813953487
Alexandra Stevenson,205,0,0.0012210012210012167,-0.38988095238095233,0.3073979591836735
Magui Serna,384,-0.15234270414993306,-0.1578947368421052,0.19102353585112186,0.1925465838509317
Marion Maruska,58,0,0.44999999999999996,-0.061764705882352944,-0.42000000000000004
Patricia Wartusch,114,0,-0.36474164133738596,0.2910089224433767,0.03951367781155013
Antonella Serra Zanetti,143,0,0.027594136246047674,0.004683840749414525,-0.35147392290249435
Mariana Diaz Oliva,230,0,-0.16532258064516125,0.14288041707396548,-0.29339477726574503
Wynne Prakusya,109,0,0.1606481481481481,-0.810763888888889,-0.6215277777777779
Rochelle Rosenfield,45,0,0,-0.4642857142857143,0.1383928571428572
Alicia Molik,370,0.07455310199789689,0.08851987447698728,-0.26317401960784326,-0.003232758620689613
Amanda Grahame,60,0,-0.15393654524089317,0.1351351351351351,0.14864864864864868
Catalina Castano,238,0,-0.17656249999999996,0.15646258503401378,-1.0
Sandra Nacuk,52,0,-0.11111111111111105,-0.00694444444444442,0.4444444444444444
Serena Williams,978,0.008659521590556163,0.0011732229123533333,-0.024217687074829963,0.029574970484061325
Rika Fujiwara,63,0,0.08291203235591516,-0.3913043478260869,0.21739130434782616
Sarah Taylor,42,0,0.15808823529411775,-0.475,-1.0
Eva Dyrberg,50,0,0.07692307692307687,0.06666666666666665,-1.0
Mervana Jugic Salkic,48,0,-0.1794871794871794,0.0980392156862746,-1.0
Katalin Marosi,53,0,-0.6074074074074074,0.26190476190476186,-0.01851851851851849
Yamile Fors Guerra,49,0,0.45924764890282144,-0.37420178799489145,0
Daniela Olivera,46,0,0.1015325670498084,-0.3655172413793103,0
Leanne Baker,64,0,-0.16883116883116878,-1.0,0.3544973544973544
Emilie Loit,332,-0.015254237288135575,-0.17557697925796079,0.1891933086918416,-0.11443051480394772
Sylvia Plischke,143,0,-0.09165154264972775,0.18596491228070167,0.0035087719298245723
Elena Dementieva,720,-0.09460669128342847,0.005080649139249216,0.0018341660869014564,0.014432989690721598
Anca Barna,177,0,0.06146926536731634,-0.01055900621118011,-0.14492753623188415
Yoon Jeong Cho,116,0,0.09165302782324058,-0.7211538461538461,-0.07051282051282048
Kveta Peschke,214,0,-0.021896258503401378,0.09842995169082136,-0.13310185185185186
Cara Black,262,0,0.0025510204081631294,-0.11268472906403948,0.2512458471760797
Laura Granville,192,0,0.0020344980097302123,-0.4578823529411765,0.30316742081447967
Conchita Martinez Granados,90,0,0.16666666666666674,-0.07786885245901631,0.125
Eva Bes Ostariz,40,0,-0.2857142857142857,0.061224489795918435,-1.0
Tathiana Garbin,368,-0.10303030303030297,-0.08618171194858315,0.143915343915344,-0.5892857142857142
Jelena Kostanic Tosic,281,0,-0.0047225501770956635,0.103099173553719,-0.806473829201102
Nadia Petrova,688,-0.08209527986404253,-0.003741266621591244,0.016064089167537432,0.047559337214509556
Mashona Washington,118,0,-0.00421940928270037,-0.3389355742296919,0.4047619047619049
Samantha Reeves,87,0,0.050000000000000044,-0.0625,-0.1428571428571429
Ludmila Cervanova,175,0,-0.42434210526315785,0.18083670715249656,-0.18730650154798756
Nicole Sewell,48,0,0,-0.20879120879120883,0.03564727954971869
Monique Adamczak,50,0,-0.7142857142857143,0.33333333333333326,0.2666666666666666
Jelena Dokic,389,-0.0833194467588736,-0.047493647493647484,0.012769650384329312,0.11845888441633123
Tina Pisnik,227,0,-0.13879892662163407,0.11125945705384965,0.06074766355140193
Claudine Schaul,116,0,-0.08439587128111725,0.34259259259259256,-0.6931216931216931
Eleni Daniilidou,399,-0.04174425822470518,0.024891443948382275,-0.17571715263841337,0.19140041803523444
Milagros Sequera,107,0,-0.3188657407407407,0.15897973445143276,-0.11934156378600813
Zsofia Gubacsi,65,0,-0.6231884057971016,0.2025901942645698,-1.0
Margalita Chakhnashvili,43,0,-0.0444444444444444,0.023809523809523725,0
Amanda Hopmans,70,0,-0.2222222222222222,0.07207207207207222,0.03703703703703698
Marie Eve Pelletier,60,0,-0.3951612903225806,0.5625,0
Hana Sromova,41,0,-0.08012820512820507,0.13888888888888884,0.13888888888888884
Marissa Irvin,115,0,0.06679035250463805,0.13736263736263732,-0.6349206349206349
Katarina Srebotnik,447,-0.1164063640344476,-0.03663793103448265,0.11425010386373091,-0.2150383141762452
Justine Henin,553,0.03213697125068671,0.0005506607929515184,0.04522859864269546,0.02471855115026922
Kim Clijsters,594,0.041189931350114395,0.024159663865546133,-0.05714285714285716,-0.054621848739495826
Anastasia Myskina,387,0,-0.05296687295231162,-0.03579858379228951,0.10121951219512182
Marta Marrero,175,0,-0.10102739726027399,0.13684507837876003,-0.40068493150684936
Lina Krasnoroutskaya,129,0,0.040322580645161255,-0.06729699666295885,-0.014431239388794648
Miroslava Vavrinec,61,0,0.18611111111111112,-0.058641975308642014,-1.0
Daja Bedanova,134,0,0.10102707749766582,-0.24929971988795518,0.0009337068160597539
Stephanie Foretz Gacon,176,0,-0.006193078324225998,-0.09168184578020644,0.13348946135831374
Natalie Grandin,61,0,-0.4786324786324786,0.17307692307692313,0.29038461538461546
Kristen Van Elden,51,0,0,0,0.0
Na Li,512,-0.1340138674884438,-0.00017607042817124885,0.014745520849849258,0.012357884330202795
Tatiana Perebiynis,123,0,0.08712121212121215,-0.12299465240641716,0.15106951871657737
Maret Ani,103,0,-0.0037202380952380265,0.04586834733893563,-1.0
Virginie Razzano,406,0.10837868709265602,0.025252525252525304,0.008978675645342271,-0.023569023569023684
Jennifer Hopkins,106,0,0.096551724137931,-0.16453201970443343,-0.32698412698412693
Daniela Hantuchova,842,-0.005983545250560884,-0.015419375297288762,-0.026577494903286647,0.13210084033613456
Martina Sucha,225,0,0.08730670103092786,-0.12231819448314285,-0.33726067746686306
Francesca Schiavone,829,0.058084143949401534,-0.06474182677409357,0.1483007481648786,-0.10904431216931221
Rossana De Los Rios,178,0,0.02047502047502059,0.01885521885521868,-0.4606060606060606
Yuliya Beygelzimer,67,0,-0.19599999999999995,0.1725000000000001,-1.0
Maja Matevzic,102,0,-0.13461538461538458,0.09393491124260356,-0.1282051282051282
Maria Emilia Salerni,110,0,-0.1658240647118302,0.1742279832253144,-1.0
Sofia Arvidsson,317,0,0.0676165803108808,-0.0991551459293395,-0.4041353383458647
Kaia Kanepi,527,0.005054858934169348,0.027630381601805754,0.007414701963737613,-0.28377276433813525
Alina Jidkova,156,0,0.14099959366111325,-0.15217391304347827,-1.0
Bianka Lamade,49,0,0.15294117647058814,-0.09259259259259267,-0.020000000000000018
Vera Zvonareva,709,-0.09768111767247578,-0.0011641812680062147,0.02190541427633641,0.022808796007485865
Elena Bovina,234,0,-0.04959999999999998,0.08916363636363633,-0.06399999999999995
Nuria Llagostera Vives,194,0,-0.0746710526315788,0.10023148148148153,-0.6968749999999999
Anabel Medina Garrigues,585,-0.17432950191570884,-0.1217524008039903,0.1755142303898285,-0.17256011315417263
Gisela Dulko,382,0.10178571428571431,-0.0977889447236181,0.1434868421052633,-0.04500000000000004
Lina Stanciute,45,0,0.05882352941176472,-0.03571428571428581,0
Stephanie Cohen Aloro,120,0,-0.18604651162790697,0.24031007751937983,-0.6511627906976745
Greta Arn,155,0,-0.05797101449275366,0.0714285714285714,-0.09090909090909094
Martina Muller,176,0,-0.252403308741337,0.19312169312169303,-0.06878306878306883
Marie Gaiane Mikaelian,106,0,0.061326658322903516,-0.1166666666666667,0.03921568627450989
Sybille Bammer,280,0,0.01964246303244299,-0.017210144927536253,-0.14569031273836774
Lourdes Dominguez Lino,287,0,-0.2490842490842491,0.1514041514041513,-0.2991452991452991
Anastasia Rodionova,225,0,-0.025704809286898778,0.04166666666666674,-0.11616161616161613
Aniko Kapros,76,0,-0.15555555555555556,0.166240409207161,0.3411764705882352
Shuai Peng,547,0.11663539712320203,0.024020460897537177,-0.04667501770056093,-0.030786267995570382
Suchanun Viratprasert,46,0,-0.052767052767052625,0,0.21693121693121697
Akgul Amanmuradova,199,0,0.10610585697693709,-0.13327526132404177,-1.0
Tian Tian Sun,93,0,0.04018227009113495,-0.14522058823529416,-0.08823529411764708
Jelena Jankovic,877,-0.05246788131549651,-0.02781156804269358,0.08059174383927159,-0.0032758390159112194
Edina Gallovits Hall,131,0,-0.17803921568627457,0.1977142857142855,-0.476
Mandy Minella,187,0,-0.09097222222222223,0.1858536585365853,-1.0
Clarisa Fernandez,90,0,-0.29032258064516125,0.22448979591836737,-0.11111111111111116
Emma Laine,99,0,0.0,0.06451612903225823,-1.0
Myriam Casanova,73,0,-0.3658301158301158,0.33465818759936417,-0.15444015444015458
Abigail Spears,65,0,0.13636363636363646,-0.40909090909090906,-0.577922077922078
Samantha Stosur,839,0.046077519379844945,-0.03997149546981571,0.15399298245614035,-0.14801238390092875
Maria Elena Camerin,247,0,0.19045398009950243,-0.12286931818181823,-0.552536231884058
Camille Pin,132,0,0.125,-0.3583333333333334,-0.08333333333333337
Maria Jose Martinez Sanchez,212,0,-0.1493827160493827,0.14347357065803656,-0.1917211328976035
Julia Vakulenko,118,0,0.004069552349241556,0.05169340463458094,-0.2287581699346406
Svetlana Kuznetsova,913,-0.029886156406579212,-0.010121228368033863,0.0502615986972037,-0.0385549418667126
Roberta Vinci,610,0.1100513330021527,-0.03222830999686388,0.049612847720103215,0.04704026721098531
Su Wei Hsieh,345,-0.04455445544554454,0.0714285714285714,-0.2142857142857143,-0.09523809523809523
Angelique Widjaja,103,0,0.09707092713628662,-0.44919786096256686,-0.3267973856209151
Klara Koukalova,558,0.006999341238471679,-0.10443215956323126,0.10003538391548306,0.1439114391143912
Anne Keothavong,173,0,0.17408459595959602,-0.17619047619047612,-0.44816586921850077
Marion Bartoli,617,-0.1271022727272727,0.032369665861513575,-0.2114920910493827,0.16279468201754388
Elena Baltacha,142,0,0.18141233766233755,-0.2282608695652174,-0.2075892857142857
Ashley Harkleroad,126,0,0.06729411764705895,-0.024516129032258083,-0.496
Bethanie Mattek Sands,306,0,-0.05302248813699184,0.0471176625427745,0.12468193384223913
Zuzana Ondraskova,96,0,-0.288888888888889,0.28,-0.6
Varvara Lepchenko,354,0.2859146463634542,0.01502977597126387,0.08609779482262692,-0.3211888782358582
Alberta Brianti,142,0,0.0972727272727274,-0.00930232558139521,-0.716
Lubomira Kurhajcova,77,0,-0.15184893784421716,0.16431451612903225,-1.0
Iveta Benesova,403,0.1295499021526419,0.04555832295558315,0.042241379310344884,-0.5022233201581028
Jie Zheng,425,0,0.024822695035460862,-0.04517704517704524,-0.03456790123456799
Chanelle Scheepers,208,0,-0.04363505228993869,0.12075158883669501,-0.3965183752417796
Alona Bondarenko,314,0,-0.048009701811956074,0.08804817087025674,0.023389570552147187
Barbora Strycova,592,0.06002530044275772,-0.014294996751137212,-0.027611443779108513,0.14486638537271435
Casey Dellacqua,204,0,-0.07295711806990013,-0.11930926216640514,0.30334781497572205
Olga Puchkova,109,0,0.06616800920598398,-0.09917355371900827,-0.1742424242424243
Melinda Czink,246,0,0.102291639994879,-0.18115478171808985,-0.063343717549325
Yuliana Fedak,113,0,-0.10520361990950222,0.17463617463617487,-0.03418803418803418
Maria Fernanda Alves,66,0,0.10526315789473673,-0.10526315789473695,0
Aiko Nakamura,134,0,0.06966618287373016,-0.41654571843251087,-0.027576197387518042
Dinara Safina,453,0,-0.06593062407015904,0.12082950719314356,0.016835016835016647
