player_name,player_id,tourney_date,aces,dfs,svpt,firstin,firstwon,secondwon,sv_gms,bp_saved,bp_faced,vaces,vdfs,retpt,vfirstin,vfirstwon,vsecondwon,win,matches,aces_avg,dfs_avg,svpt_avg,firstin_avg,firstwon_avg,secondwon_avg,sv_gms_avg,bp_saved_avg,bp_faced_avg,vaces_avg,vdfs_avg,retpt_avg,vfirstin_avg,vfirstwon_avg,vsecondwon_avg,win_avg
Andrey Rublev,126094,2021-08-30,161,41,1410,866,670,279,235,51,86,170,75,1530,917,672,279,12,17,9.470588235294118,2.411764705882353,82.94117647058823,50.94117647058823,39.411764705882355,16.41176470588235,13.823529411764707,3.0,5.0588235294117645,10.0,4.411764705882353,90.0,53.94117647058823,39.529411764705884,16.41176470588235,0.7058823529411765
Andrey Rublev,126094,2021-08-30,179,42,1528,936,728,306,255,56,92,177,81,1662,988,717,307,13,18,9.944444444444445,2.3333333333333335,84.88888888888889,52.0,40.44444444444444,17.0,14.166666666666666,3.111111111111111,5.111111111111111,9.833333333333334,4.5,92.33333333333333,54.888888888888886,39.833333333333336,17.055555555555557,0.7222222222222222
Andrey Rublev,126094,2021-08-30,187,43,1615,1004,786,319,272,60,96,196,84,1742,1044,763,318,14,19,9.842105263157896,2.263157894736842,85.0,52.8421052631579,41.36842105263158,16.789473684210527,14.31578947368421,3.1578947368421053,5.052631578947368,10.31578947368421,4.421052631578948,91.6842105263158,54.94736842105263,40.1578947368421,16.736842105263158,0.7368421052631579
Andrey Rublev,126094,2021-09-27,200,47,1701,1051,820,343,286,62,100,204,89,1835,1100,804,338,14,20,10.0,2.35,85.05,52.55,41.0,17.15,14.3,3.1,5.0,10.2,4.45,91.75,55.0,40.2,16.9,0.7
Andrey Rublev,126094,2021-09-27,205,47,1748,1078,841,352,293,67,106,209,91,1887,1134,824,340,15,21,9.761904761904763,2.238095238095238,83.23809523809524,51.333333333333336,40.04761904761905,16.761904761904763,13.952380952380953,3.1904761904761907,5.0476190476190474,9.952380952380953,4.333333333333333,89.85714285714286,54.0,39.23809523809524,16.19047619047619,0.7142857142857143
Andrey Rublev,126094,2021-09-27,209,52,1828,1126,873,367,302,74,114,210,95,1951,1167,847,347,16,22,9.5,2.3636363636363638,83.0909090909091,51.18181818181818,39.68181818181818,16.681818181818183,13.727272727272727,3.3636363636363638,5.181818181818182,9.545454545454545,4.318181818181818,88.68181818181819,53.04545454545455,38.5,15.772727272727273,0.7272727272727273
Andrey Rublev,126094,2021-10-04,215,56,1932,1199,918,381,318,80,125,215,100,2058,1231,893,365,16,23,9.347826086956522,2.4347826086956523,84.0,52.130434782608695,39.91304347826087,16.565217391304348,13.826086956521738,3.4782608695652173,5.434782608695652,9.347826086956522,4.3478260869565215,89.47826086956522,53.52173913043478,38.82608695652174,15.869565217391305,0.6956521739130435
Andrey Rublev,126094,2021-10-04,221,57,2002,1244,951,394,328,84,130,219,104,2123,1264,912,381,17,24,9.208333333333334,2.375,83.41666666666667,51.833333333333336,39.625,16.416666666666668,13.666666666666666,3.5,5.416666666666667,9.125,4.333333333333333,88.45833333333333,52.666666666666664,38.0,15.875,0.7083333333333334
Andrey Rublev,126094,2021-10-18,231,58,2107,1312,1000,411,344,92,142,228,106,2230,1336,964,400,17,25,9.24,2.32,84.28,52.48,40.0,16.44,13.76,3.68,5.68,9.12,4.24,89.2,53.44,38.56,16.0,0.68
Andrey Rublev,126094,2021-10-25,233,62,2187,1359,1029,425,354,97,151,233,108,2283,1372,990,410,17,26,8.961538461538462,2.3846153846153846,84.11538461538461,52.26923076923077,39.57692307692308,16.346153846153847,13.615384615384615,3.730769230769231,5.8076923076923075,8.961538461538462,4.153846153846154,87.8076923076923,52.76923076923077,38.07692307692308,15.76923076923077,0.6538461538461539
