tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,best_of,round,minutes,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,w1,w2,w3,w4,w5,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l1,l2,l3,l4,l5,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,loser_rank
2023-M-DC-2023-FLS-3-C-M-ESP-KOR-01,Davis Cup Finals RR: ESP vs KOR,Hard,2,D,20230917,2,3,RR,,200221,,,Alejandro Davidovich Fokina,R,183,ESP,24,126952,,,Soon Woo Kwon,R,180,KOR,25,6,6,,,,6,0,53,41,35,6,10,1,1,4,4,,,,5,3,61,32,22,16,10,1,3,25,112
2023-7581,Chengdu,Hard,32,A,20230920,293,3,R16,145,100644,1,,Alexander Zverev,R,198,GER,26,200303,,Q,Pavel Kotov,R,191,RUS,24,7,4,6,,,8,2,80,50,43,17,14,1,2,6,6,1,,,4,5,102,66,48,17,15,3,6,10,106
2023-9164,Zhuhai,Hard,32,A,20230920,278,3,R32,121,144869,5,,Tomas Martin Etcheverry,R,196,ARG,24,106291,,Q,Luke Saville,R,188,AUS,29,6,6,,,,4,1,51,29,26,16,10,1,1,4,4,,,,6,2,83,51,35,13,10,9,11,35,313
2023-9164,Zhuhai,Hard,32,A,20230920,298,3,SF,119,106415,8,,Yoshihito Nishioka,L,170,JPN,27,106234,,,Aslan Karatsev,R,185,RUS,30,6,6,,,,3,2,70,48,31,13,10,2,4,4,4,,,,8,5,59,33,24,9,10,3,7,46,63
2023-9164,Zhuhai,Hard,32,A,20230920,297,3,QF,156,111575,1,,Karen Khachanov,R,198,RUS,27,111456,6,,Mackenzie Mcdonald,R,178,USA,28,4,6,6,,,4,7,91,49,37,17,15,2,6,6,4,4,,,5,2,92,59,37,15,15,3,8,15,39
2023-9164,Zhuhai,Hard,32,A,20230920,296,3,QF,71,200624,4,,Sebastian Korda,R,196,USA,23,144869,5,,Tomas Martin Etcheverry,R,196,ARG,24,6,6,,,,9,1,46,30,23,12,8,0,0,1,2,,,,3,2,50,31,18,6,7,3,7,33,35
2023-9164,Zhuhai,Hard,32,A,20230920,294,3,QF,141,106234,,,Aslan Karatsev,R,185,RUS,30,111815,2,,Cameron Norrie,L,188,GBR,28,7,7,,,,9,5,83,52,40,20,12,0,1,6,6,,,,9,0,77,54,41,14,12,3,4,63,17
2023-9164,Zhuhai,Hard,32,A,20230920,293,3,R16,109,111575,1,,Karen Khachanov,R,198,RUS,27,106109,,Q,Alex Bolt,L,183,AUS,30,6,6,,,,8,1,72,47,35,14,10,10,10,4,4,,,,6,0,65,35,26,15,10,3,5,15,323
2023-9164,Zhuhai,Hard,32,A,20230920,292,3,R16,129,111456,6,,Mackenzie Mcdonald,R,178,USA,28,106293,,,Kimmer Coppejans,R,180,BEL,29,4,6,6,,,6,2,77,48,38,16,14,0,2,6,3,2,,,11,3,88,46,31,19,13,12,16,39,186
2023-9164,Zhuhai,Hard,32,A,20230920,291,3,R16,115,200624,4,,Sebastian Korda,R,196,USA,23,124186,,,Alexandre Muller,R,183,FRA,26,6,2,6,,,9,1,84,49,36,17,12,4,6,1,6,3,,,2,0,64,36,25,14,12,1,5,33,84
2023-9164,Zhuhai,Hard,32,A,20230920,290,3,R16,96,144869,5,,Tomas Martin Etcheverry,R,196,ARG,24,207494,,,Dalibor Svrcina,R,,CZE,20,6,6,,,,6,1,50,31,20,11,8,5,7,2,3,,,,1,5,61,37,19,8,9,5,11,35,167
2023-9164,Zhuhai,Hard,32,A,20230920,289,3,R16,125,106415,8,,Yoshihito Nishioka,L,170,JPN,27,144750,,,Lloyd Harris,R,193,RSA,26,7,7,,,,2,1,74,52,42,16,12,0,0,6,6,,,,16,2,81,45,40,19,12,1,1,46,162
2023-9164,Zhuhai,Hard,32,A,20230920,288,3,R16,124,105526,3,,Jan Lennard Struff,R,193,GER,33,106426,,,Cristian Garin,R,185,CHI,27,6,1,6,,,12,5,77,46,36,13,13,2,5,3,6,4,,,6,9,76,42,30,19,13,7,10,23,102
2023-9164,Zhuhai,Hard,32,A,20230920,287,3,R16,175,106234,,,Aslan Karatsev,R,185,RUS,30,104918,7,,Andy Murray,R,190,GBR,36,4,6,6,,,9,4,88,51,41,15,14,3,6,6,3,2,,,7,1,92,52,35,16,13,8,13,63,41
2023-9164,Zhuhai,Hard,32,A,20230920,286,3,R16,76,111815,2,,Cameron Norrie,L,188,GBR,28,117360,,Q,Marc Polmans,R,188,AUS,26,6,6,,,,5,2,44,28,22,11,8,0,0,0,3,,,,2,2,46,30,16,6,7,3,7,17,152
2023-9164,Zhuhai,Hard,32,A,20230920,284,3,R32,54,106109,,Q,Alex Bolt,L,183,AUS,30,106043,,,Diego Schwartzman,R,170,ARG,31,6,4,,,,5,3,38,19,17,11,8,0,1,3,2,,,,0,3,39,24,15,7,7,2,5,323,136
2023-9164,Zhuhai,Hard,32,A,20230920,283,3,R32,83,106293,,,Kimmer Coppejans,R,180,BEL,29,206499,,,Aleksandar Kovacevic,U,,USA,25,7,6,,,,12,1,54,35,30,15,10,0,0,6,1,,,,7,3,48,26,25,9,9,0,2,186,116
2023-9164,Zhuhai,Hard,32,A,20230920,282,3,R32,156,111456,6,,Mackenzie Mcdonald,R,178,USA,28,209992,,,Juncheng Shang,L,,CHN,18,6,6,6,,,8,1,90,63,51,13,16,1,3,4,7,3,,,5,5,96,53,41,20,15,3,7,39,158
2023-9164,Zhuhai,Hard,32,A,20230920,280,3,R32,95,124186,,,Alexandre Muller,R,183,FRA,26,208014,,,Rinky Hijikata,U,,AUS,22,6,6,,,,1,2,62,39,28,10,9,2,4,3,2,,,,0,2,56,32,15,10,8,2,7,84,72
2023-9164,Zhuhai,Hard,32,A,20230920,279,3,R32,91,207494,,,Dalibor Svrcina,R,,CZE,20,104810,,WC,Zhe Li,R,185,CHN,36,6,6,,,,1,1,51,40,30,7,9,7,8,4,3,,,,4,0,53,25,17,14,10,1,5,167,602
2023-9164,Zhuhai,Hard,32,A,20230920,277,3,R32,115,106415,8,,Yoshihito Nishioka,L,170,JPN,27,209279,,,Terence Atmane,L,,FRA,21,0,6,6,,,1,2,70,49,29,15,12,2,5,6,4,2,,,10,4,72,45,34,11,12,1,4,46,149
2023-9164,Zhuhai,Hard,32,A,20230920,276,3,R32,70,144750,,,Lloyd Harris,R,193,RSA,26,106210,,PR,Jiri Vesely,L,198,CZE,30,6,6,,,,19,2,42,28,26,10,9,0,0,4,2,,,,8,5,47,27,20,8,9,1,4,162,300
2023-9164,Zhuhai,Hard,32,A,20230920,275,3,R32,142,106426,,,Cristian Garin,R,185,CHI,27,212044,,WC,Yi Zhou,R,193,CHN,18,4,6,6,,,8,9,81,41,36,21,14,7,9,6,4,2,,,10,3,75,44,30,18,14,2,6,102,903
2023-9164,Zhuhai,Hard,32,A,20230920,273,3,R32,102,104918,7,,Andy Murray,R,190,GBR,36,202168,,WC,Ye Cong Mo,U,,CHN,23,7,6,,,,10,1,74,49,39,14,11,5,5,5,3,,,,1,3,57,36,26,9,10,1,3,41,668
2023-9164,Zhuhai,Hard,32,A,20230920,272,3,R32,189,106234,,,Aslan Karatsev,R,185,RUS,30,208286,,,Matteo Arnaldi,R,183,ITA,22,6,7,6,,,17,9,95,60,50,20,16,2,4,7,6,2,,,7,4,126,78,52,24,16,7,11,63,48
2023-9164,Zhuhai,Hard,32,A,20230920,271,3,R32,92,117360,,Q,Marc Polmans,R,188,AUS,26,208013,,Q,Dane Sweeny,R,170,AUS,22,6,6,,,,9,2,47,36,30,5,8,2,2,3,1,,,,0,3,51,24,15,10,8,2,6,152,247
2023-9164,Zhuhai,Hard,32,A,20230920,299,3,SF,110,111575,1,,Karen Khachanov,R,198,RUS,27,200624,4,,Sebastian Korda,R,196,USA,23,7,6,,,,4,2,61,36,30,12,11,4,6,5,4,,,,9,5,70,40,27,13,11,5,9,15,33
2023-9164,Zhuhai,Hard,32,A,20230920,300,3,F,102,111575,1,,Karen Khachanov,R,198,RUS,27,106415,8,,Yoshihito Nishioka,L,170,JPN,27,7,6,,,,9,3,61,39,30,12,10,5,6,6,1,,,,2,0,62,31,17,15,9,5,8,15,46
2023-9164,Zhuhai,Hard,32,A,20230920,295,3,QF,90,106415,8,,Yoshihito Nishioka,L,170,JPN,27,105526,3,,Jan Lennard Struff,R,193,GER,33,6,7,,,,0,0,62,44,37,10,11,4,5,4,5,,,,11,2,59,37,28,8,11,2,5,46,23
2023-7581,Chengdu,Hard,32,A,20230920,272,3,R32,116,126239,,,Arthur Rinderknech,R,196,FRA,28,111454,,LL,Li Tu,R,180,AUS,27,7,7,,,,11,5,85,51,43,16,12,1,2,6,6,,,,5,2,74,42,33,21,12,5,6,67,203
2023-7581,Chengdu,Hard,32,A,20230920,300,3,F,176,100644,1,,Alexander Zverev,R,198,GER,26,126128,,,Roman Safiullin,R,185,RUS,26,6,7,6,,,10,1,106,81,62,13,17,1,2,7,6,3,,,8,4,109,68,49,24,16,8,10,10,55
2023-7581,Chengdu,Hard,32,A,20230920,299,3,SF,110,100644,1,,Alexander Zverev,R,198,GER,26,105777,3,,Grigor Dimitrov,R,188,BUL,32,6,7,,,,9,0,66,57,44,6,10,5,5,3,6,,,,0,2,74,49,34,14,11,5,7,10,20
2023-7581,Chengdu,Hard,32,A,20230920,298,3,SF,89,126128,,,Roman Safiullin,R,185,RUS,26,207518,2,,Lorenzo Musetti,R,185,ITA,21,6,6,,,,9,1,57,35,29,15,10,0,0,3,4,,,,1,4,57,34,26,9,9,2,4,55,18
2023-7581,Chengdu,Hard,32,A,20230920,297,3,QF,178,100644,1,,Alexander Zverev,R,198,GER,26,200175,7,,Miomir Kecmanovic,R,183,SRB,24,5,7,6,,,13,3,103,81,55,12,16,7,10,7,5,2,,,4,3,112,59,38,25,16,12,17,10,47
2023-7581,Chengdu,Hard,32,A,20230920,296,3,QF,84,105777,3,,Grigor Dimitrov,R,188,BUL,32,106331,,,Christopher Oconnell,R,183,AUS,29,6,6,,,,3,2,52,27,21,17,9,2,2,4,1,,,,4,2,62,43,27,7,8,5,8,20,53
2023-7581,Chengdu,Hard,32,A,20230920,295,3,QF,79,126128,,,Roman Safiullin,R,185,RUS,26,111442,,,Jordan Thompson,R,183,AUS,29,7,0,,,,2,1,46,34,28,5,6,4,4,6,0,,,,5,0,43,24,19,11,6,1,1,55,56
2023-7581,Chengdu,Hard,32,A,20230920,271,3,R32,155,210340,,Q,Philip Sekulic,U,,AUS,20,132686,,,Nuno Borges,R,185,POR,26,7,5,6,,,5,6,101,56,42,22,17,6,10,5,7,3,,,13,3,111,74,52,13,16,11,16,325,88
2023-7581,Chengdu,Hard,32,A,20230920,292,3,R16,95,200175,7,,Miomir Kecmanovic,R,183,SRB,24,144895,,,Corentin Moutet,L,178,FRA,24,6,6,,,,1,0,46,33,24,9,9,3,5,2,4,,,,1,3,65,37,20,11,9,7,12,47,122
2023-7581,Chengdu,Hard,32,A,20230920,291,3,R16,85,105777,3,,Grigor Dimitrov,R,188,BUL,32,122669,,,Juan Pablo Varillas,R,185,PER,27,6,6,,,,6,3,54,39,30,4,10,0,3,3,4,,,,2,1,52,21,15,10,9,2,7,20,70
2023-7581,Chengdu,Hard,32,A,20230920,290,3,R16,156,106331,,,Christopher Oconnell,R,183,AUS,29,106121,,,Taro Daniel,R,191,JPN,30,7,6,,,,9,2,97,55,44,21,11,9,10,6,4,,,,3,5,91,48,34,22,11,8,10,53,95
2023-7581,Chengdu,Hard,32,A,20230920,289,3,R16,88,111442,,,Jordan Thompson,R,183,AUS,29,105583,,,Dusan Lajovic,R,180,SRB,33,6,7,,,,9,0,47,30,26,14,9,0,0,1,6,,,,2,0,69,51,30,8,10,5,8,56,52
2023-7581,Chengdu,Hard,32,A,20230920,288,3,R16,83,126128,,,Roman Safiullin,R,185,RUS,26,105554,4,,Daniel Evans,R,175,GBR,33,6,6,,,,5,2,58,38,27,11,9,3,4,3,3,,,,6,5,50,28,20,8,9,2,6,55,27
2023-7581,Chengdu,Hard,32,A,20230920,294,3,QF,87,207518,2,,Lorenzo Musetti,R,185,ITA,21,126239,,,Arthur Rinderknech,R,196,FRA,28,6,6,,,,1,2,51,30,24,14,9,0,0,3,3,,,,7,3,60,35,25,10,9,4,7,18,67
2023-7581,Chengdu,Hard,32,A,20230920,286,3,R16,174,207518,2,,Lorenzo Musetti,R,185,ITA,21,210340,,Q,Philip Sekulic,U,,AUS,20,7,6,6,,,11,5,93,52,38,24,15,0,3,6,7,0,,,6,2,105,72,46,14,15,9,15,18,325
2023-7581,Chengdu,Hard,32,A,20230920,287,3,R16,100,126239,,,Arthur Rinderknech,R,196,FRA,28,106218,,,Marcos Giron,R,180,USA,30,7,6,,,,9,1,71,46,36,10,11,3,5,6,4,,,,7,2,59,30,23,15,11,1,4,67,64
2023-7581,Chengdu,Hard,32,A,20230920,275,3,R32,88,126128,,,Roman Safiullin,R,185,RUS,26,206909,,,Brandon Nakashima,R,185,USA,22,6,6,,,,5,2,55,34,28,13,10,0,0,4,4,,,,9,1,58,40,27,10,10,1,3,55,81
2023-7581,Chengdu,Hard,32,A,20230920,276,3,R32,102,105583,,,Dusan Lajovic,R,180,SRB,33,200267,,WC,Zizou Bergs,R,185,BEL,24,6,1,6,,,0,1,69,61,44,5,13,2,4,4,6,3,,,10,4,68,40,34,15,13,2,4,52,172
2023-7581,Chengdu,Hard,32,A,20230920,277,3,R32,111,111442,,,Jordan Thompson,R,183,AUS,29,126845,6,,Max Purcell,R,185,AUS,25,6,7,,,,13,0,66,34,27,20,10,1,2,2,6,,,,6,2,69,36,31,12,10,6,9,56,43
2023-7581,Chengdu,Hard,32,A,20230920,278,3,R32,134,106121,,,Taro Daniel,R,191,JPN,30,126846,8,,Aleksandar Vukic,R,188,AUS,27,4,6,6,,,7,5,79,41,30,20,14,4,7,6,4,2,,,6,2,91,53,33,18,14,9,14,95,50
2023-7581,Chengdu,Hard,32,A,20230920,273,3,R32,101,106218,,,Marcos Giron,R,180,USA,30,122330,5,,Alexander Bublik,R,196,KAZ,26,7,6,,,,1,1,84,47,34,17,11,5,7,6,3,,,,4,7,65,37,25,13,10,2,5,64,29
2023-7581,Chengdu,Hard,32,A,20230920,279,3,R32,128,106331,,,Christopher Oconnell,R,183,AUS,29,208230,,Q,Alibek Kachmazov,R,,RUS,21,7,6,,,,6,1,73,44,30,18,11,6,8,6,4,,,,3,6,84,42,30,18,11,6,9,53,319
2023-7581,Chengdu,Hard,32,A,20230920,280,3,R32,77,122669,,,Juan Pablo Varillas,R,185,PER,27,200666,,WC,Jie Cui,U,,CHN,25,6,6,,,,5,0,50,31,25,10,8,0,0,1,3,,,,5,1,42,25,15,8,8,2,6,70,583
2023-7581,Chengdu,Hard,32,A,20230920,282,3,R32,88,200175,7,,Miomir Kecmanovic,R,183,SRB,24,111761,,Q,Benjamin Lock,R,198,ZIM,30,6,6,,,,6,1,57,32,24,15,9,7,8,2,3,,,,0,3,62,38,21,10,8,6,10,47,346
2023-7581,Chengdu,Hard,32,A,20230920,283,3,R32,78,144895,,,Corentin Moutet,L,178,FRA,24,200307,,WC,Tao Mu,U,,CHN,23,6,6,,,,0,1,51,35,28,6,8,3,4,2,2,,,,1,7,46,29,16,3,8,4,9,122,573
2023-7581,Chengdu,Hard,32,A,20230920,284,3,R32,113,200303,,Q,Pavel Kotov,R,191,RUS,24,123755,,,Daniel Elahi Galan,R,191,COL,27,7,7,,,,2,0,72,40,30,21,12,7,8,5,5,,,,10,1,78,48,33,14,12,5,8,106,87
2023-9410,Astana,Hard,32,A,20230925,284,3,R32,89,200647,,Q,Sho Shimabukuro,U,,JPN,26,106148,,,Roberto Carballes Baena,R,183,ESP,30,6,6,,,,4,1,52,31,26,9,9,0,1,2,4,,,,4,7,74,39,24,15,9,3,7,148,61
2023-9410,Astana,Hard,32,A,20230925,283,3,R32,170,132686,,,Nuno Borges,R,185,POR,26,105062,,WC,Mikhail Kukushkin,R,183,KAZ,35,5,7,6,,,5,3,114,84,57,19,17,2,4,7,6,4,,,4,3,109,70,50,23,17,5,7,86,246
2023-9410,Astana,Hard,32,A,20230925,282,3,R32,174,200624,5,,Sebastian Korda,R,196,USA,23,200615,,,Alexei Popyrin,R,196,AUS,24,7,6,6,,,19,4,118,83,65,15,17,7,8,6,7,4,,,12,5,126,79,59,20,17,1,3,28,45
2023-9410,Astana,Hard,32,A,20230925,280,3,R32,108,106078,,Q,Egor Gerasimov,R,196,BLR,30,126523,,,Bernabe Zapata Miralles,R,185,ESP,26,7,6,,,,7,2,72,44,35,10,11,1,3,6,3,,,,1,2,70,34,23,17,10,6,9,661,72
2023-9410,Astana,Hard,32,A,20230925,278,3,R32,47,209098,,WC,Hamad Medjedovic,R,185,SRB,20,111513,7,,Laslo Djere,R,188,SRB,28,6,2,,,,5,1,33,25,21,4,6,1,1,3,1,,,,0,3,34,21,16,5,6,4,6,120,37
2023-9410,Astana,Hard,32,A,20230925,275,3,R32,111,124116,,,Sebastian Ofner,R,191,AUT,27,105916,,,Marton Fucsovics,R,188,HUN,31,2,6,6,,,1,1,76,40,30,21,13,4,6,6,2,3,,,3,2,66,33,28,13,12,0,3,58,57
2023-9410,Astana,Hard,32,A,20230925,276,3,R32,131,106233,,,Dominic Thiem,R,185,AUT,30,122669,,,Juan Pablo Varillas,R,185,PER,27,6,7,,,,6,4,78,44,35,16,11,3,4,3,6,,,,5,2,77,47,32,15,10,5,7,81,67
2023-9410,Astana,Hard,32,A,20230925,271,3,R32,141,200514,,Q,Jurij Rodionov,L,191,AUT,24,106296,,,Gregoire Barrere,R,183,FRA,29,2,6,7,,,4,1,98,58,41,23,15,5,8,6,4,6,,,4,1,94,58,45,20,15,2,4,107,63
2023-9410,Astana,Hard,32,A,20230925,273,3,R32,116,105173,6,,Adrian Mannarino,L,183,FRA,35,126239,,,Arthur Rinderknech,R,196,FRA,28,7,6,,,,1,3,78,47,34,17,10,6,7,6,2,,,,6,2,68,39,26,14,10,6,9,34,66
2023-9410,Astana,Hard,32,A,20230925,272,3,R32,132,208230,,Q,Alibek Kachmazov,R,,RUS,21,144895,,,Corentin Moutet,L,178,FRA,24,6,7,,,,2,1,62,37,26,13,10,2,5,3,6,,,,2,3,89,44,28,19,11,6,11,315,119
2023-9410,Astana,Hard,32,A,20230925,286,3,R16,94,200514,,Q,Jurij Rodionov,L,191,AUT,24,202104,2,,Sebastian Baez,R,170,ARG,22,6,6,,,,5,3,52,34,26,11,9,2,3,2,4,,,,0,0,75,63,33,5,9,6,10,107,27
2023-9410,Astana,Hard,32,A,20230925,277,3,R32,167,106218,,,Marcos Giron,R,180,USA,30,104527,8,,Stan Wawrinka,R,183,SUI,38,6,7,7,,,8,0,118,68,55,34,18,0,0,7,6,6,,,15,6,114,54,49,37,18,0,0,82,47
2023-9410,Astana,Hard,32,A,20230925,287,3,R16,139,105173,6,,Adrian Mannarino,L,183,FRA,35,208230,,Q,Alibek Kachmazov,R,,RUS,21,6,5,6,,,2,3,94,55,35,19,14,5,10,2,7,3,,,9,3,88,49,32,14,15,5,13,34,315
2023-9410,Astana,Hard,32,A,20230925,279,3,R32,97,207686,,WC,Alexander Shevchenko,R,,KAZ,22,122298,,,Botic Van De Zandschulp,R,188,NED,27,6,6,,,,5,1,64,44,29,10,10,3,5,4,3,,,,5,1,67,36,23,12,9,4,8,85,68
2023-9410,Astana,Hard,32,A,20230925,289,3,R16,140,106233,,,Dominic Thiem,R,185,AUT,30,106218,,,Marcos Giron,R,180,USA,30,6,4,7,,,7,3,92,59,45,19,16,7,9,3,6,6,,,11,0,100,61,42,24,15,5,7,81,82
2023-9410,Astana,Hard,32,A,20230925,288,3,R16,70,124116,,,Sebastian Ofner,R,191,AUT,27,122330,3,,Alexander Bublik,R,196,KAZ,26,6,6,,,,5,1,57,32,25,16,9,2,2,4,2,,,,2,4,52,31,22,9,9,3,6,58,35
2023-9410,Astana,Hard,32,A,20230925,300,3,F,129,105173,6,,Adrian Mannarino,L,183,FRA,35,200624,5,,Sebastian Korda,R,196,USA,23,4,6,6,,,5,7,89,48,34,23,14,2,4,6,3,2,,,9,2,77,48,30,15,13,4,8,34,28
2023-9410,Astana,Hard,32,A,20230925,299,3,SF,172,200624,5,,Sebastian Korda,R,196,USA,23,209098,,WC,Hamad Medjedovic,R,185,SRB,20,6,7,7,,,18,1,114,76,66,23,18,2,2,7,6,6,,,16,1,121,80,60,27,18,3,3,28,120
2023-9410,Astana,Hard,32,A,20230925,297,3,QF,101,200624,5,,Sebastian Korda,R,196,USA,23,134868,1,,Tallon Griekspoor,R,188,NED,27,6,4,6,,,12,2,82,54,40,20,15,2,3,4,6,3,,,11,5,77,47,40,16,14,5,7,28,24
2023-9410,Astana,Hard,32,A,20230925,296,3,QF,75,209098,,WC,Hamad Medjedovic,R,185,SRB,20,208103,4,,Jiri Lehecka,R,185,CZE,21,6,6,,,,7,2,72,49,35,13,10,4,4,3,4,,,,4,3,50,38,27,6,9,0,2,120,29
2023-9410,Astana,Hard,32,A,20230925,298,3,SF,70,105173,6,,Adrian Mannarino,L,183,FRA,35,124116,,,Sebastian Ofner,R,191,AUT,27,6,6,,,,6,3,53,32,24,11,9,1,2,4,2,,,,4,3,49,25,18,8,9,0,4,34,58
2023-9410,Astana,Hard,32,A,20230925,294,3,QF,104,105173,6,,Adrian Mannarino,L,183,FRA,35,200514,,Q,Jurij Rodionov,L,191,AUT,24,6,7,,,,3,5,71,38,28,17,10,8,10,1,6,,,,3,1,61,35,22,11,9,0,4,34,107
2023-9410,Astana,Hard,32,A,20230925,293,3,R16,133,134868,1,,Tallon Griekspoor,R,188,NED,27,200647,,Q,Sho Shimabukuro,U,,JPN,26,7,6,6,,,17,2,89,58,50,17,15,2,2,6,7,1,,,5,9,107,57,43,24,16,3,6,24,148
2023-9410,Astana,Hard,32,A,20230925,292,3,R16,84,200624,5,,Sebastian Korda,R,196,USA,23,132686,,,Nuno Borges,R,185,POR,26,6,7,,,,12,2,62,37,30,18,11,2,3,4,6,,,,3,0,65,43,29,14,11,1,3,28,86
2023-9410,Astana,Hard,32,A,20230925,291,3,R16,86,208103,4,,Jiri Lehecka,R,185,CZE,21,106078,,Q,Egor Gerasimov,R,196,BLR,30,6,7,,,,4,1,64,45,36,12,10,5,6,2,6,,,,2,0,62,38,26,12,10,0,3,29,661
2023-9410,Astana,Hard,32,A,20230925,290,3,R16,69,209098,,WC,Hamad Medjedovic,R,185,SRB,20,207686,,WC,Alexander Shevchenko,R,,KAZ,22,6,6,,,,9,0,53,38,32,9,10,1,1,4,4,,,,5,2,61,42,28,11,10,4,6,120,85
2023-9410,Astana,Hard,32,A,20230925,295,3,QF,146,124116,,,Sebastian Ofner,R,191,AUT,27,106233,,,Dominic Thiem,R,185,AUT,30,5,6,6,,,4,2,82,53,45,16,15,2,3,7,4,2,,,5,2,108,71,48,18,15,12,15,58,81
2023-0747,Beijing,Hard,32,A,20230927,279,3,R32,141,106415,,SE,Yoshihito Nishioka,L,170,JPN,27,209992,,WC,Juncheng Shang,L,,CHN,18,5,7,6,,,2,0,89,53,37,20,16,2,6,7,5,1,,,1,3,96,67,36,16,15,7,13,38,160
2023-0747,Beijing,Hard,32,A,20230927,283,3,R32,172,144869,,,Tomas Martin Etcheverry,R,196,ARG,24,144750,,Q,Lloyd Harris,R,193,RSA,26,6,7,6,,,9,1,106,66,55,24,17,1,1,7,6,3,,,12,6,106,62,50,24,16,1,2,31,149
2023-0747,Beijing,Hard,32,A,20230927,282,3,R32,104,134770,7,,Casper Ruud,R,183,NOR,24,105526,,,Jan Lennard Struff,R,193,GER,33,7,6,,,,8,3,75,48,35,15,10,5,6,6,3,,,,6,5,84,44,28,22,11,6,9,9,22
2023-0747,Beijing,Hard,32,A,20230927,281,3,R32,83,208029,3,,Holger Rune,R,185,DEN,20,200000,,,Felix Auger Aliassime,R,193,CAN,23,6,6,,,,7,1,52,32,28,13,10,0,0,4,4,,,,4,3,56,39,27,9,10,2,4,4,15
2023-0747,Beijing,Hard,32,A,20230927,280,3,R32,129,105777,,,Grigor Dimitrov,R,188,BUL,32,111456,,WC,Mackenzie Mcdonald,R,178,USA,28,2,7,6,,,6,4,84,57,36,14,13,3,7,6,6,1,,,2,1,88,52,30,17,14,3,8,19,39
2023-0747,Beijing,Hard,32,A,20230927,277,3,R32,146,100644,8,,Alexander Zverev,R,198,GER,26,106043,,,Diego Schwartzman,R,170,ARG,31,6,6,6,,,7,2,86,66,47,10,15,1,3,7,1,4,,,0,1,86,61,40,10,14,5,10,10,133
2023-0747,Beijing,Hard,32,A,20230927,270,3,R32,80,106421,2,,Daniil Medvedev,R,198,RUS,27,126205,,,Tommy Paul,R,185,USA,26,6,6,,,,9,3,50,34,29,7,8,3,4,2,1,,,,0,2,53,32,15,8,7,6,11,3,13
2023-0747,Beijing,Hard,32,A,20230927,275,3,R32,79,208286,,Q,Matteo Arnaldi,R,183,ITA,22,200670,,Q,J J Wolf,R,183,USA,24,6,6,,,,4,3,41,21,17,15,8,0,0,2,2,,,,3,1,56,28,18,11,8,2,6,48,51
2023-0747,Beijing,Hard,32,A,20230927,274,3,R32,90,111797,,,Nicolas Jarry,R,198,CHI,27,126774,4,,Stefanos Tsitsipas,R,193,GRE,25,6,6,,,,9,3,61,35,29,15,10,2,2,4,4,,,,6,3,55,34,29,8,10,2,4,23,5
2023-0747,Beijing,Hard,32,A,20230927,273,3,R32,127,126094,5,,Andrey Rublev,R,188,RUS,25,111815,,,Cameron Norrie,L,188,GBR,28,4,6,6,,,8,2,88,52,45,15,14,4,5,6,1,4,,,3,3,92,54,39,16,13,6,9,6,16
2023-0747,Beijing,Hard,32,A,20230927,272,3,R32,145,200005,,,Ugo Humbert,L,188,FRA,25,132283,,,Lorenzo Sonego,R,191,ITA,28,7,3,6,,,2,3,80,45,34,17,13,3,5,5,6,0,,,2,3,88,51,30,21,14,7,12,36,56
2023-0747,Beijing,Hard,32,A,20230927,271,3,R32,171,200282,,,Alex De Minaur,R,183,AUS,24,104918,,,Andy Murray,R,190,GBR,36,6,5,7,,,8,0,107,60,46,29,17,4,7,3,7,6,,,3,0,101,59,46,19,16,6,9,12,40
2023-0747,Beijing,Hard,32,A,20230927,284,3,R32,116,207518,,,Lorenzo Musetti,R,185,ITA,21,111575,,,Karen Khachanov,R,198,RUS,27,6,1,6,,,5,4,79,46,30,17,12,2,5,3,6,2,,,2,2,70,46,33,10,12,1,5,18,14
2023-0747,Beijing,Hard,32,A,20230927,276,3,R32,70,200221,,,Alejandro Davidovich Fokina,R,183,ESP,24,212044,,WC,Yi Zhou,R,193,CHN,18,6,6,,,,6,0,38,22,18,13,8,0,1,2,2,,,,2,1,69,44,22,12,8,4,9,25,905
2023-0747,Beijing,Hard,32,A,20230927,285,3,R32,97,207989,1,,Carlos Alcaraz,R,185,ESP,20,105870,,Q,Yannick Hanfmann,R,193,GER,31,6,6,,,,2,4,47,30,24,8,9,1,3,4,3,,,,1,3,79,50,31,10,10,11,16,2,53
2023-0747,Beijing,Hard,32,A,20230927,278,3,R32,170,206173,6,,Jannik Sinner,R,188,ITA,22,105554,,,Daniel Evans,R,175,GBR,33,6,6,6,,,11,2,100,55,37,28,16,2,4,4,7,3,,,2,2,100,50,32,29,15,2,6,7,33
