tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,best_of,round,minutes,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,w1,w2,w3,w4,w5,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l1,l2,l3,l4,l5,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,loser_rank
2023-8996,Santiago,Clay,32,A,20230227,271,3,R32,107,144869,,,Tomas Martin Etcheverry,R,196,ARG,23,104926,,,Fabio Fognini,R,178,ITA,35,6,7,,,,5,3,58,32,26,15,10,4,6,1,6,,,,3,7,65,36,18,16,9,2,6,76,82
2023-8996,Santiago,Clay,32,A,20230227,280,3,R32,115,111797,,SE,Nicolas Jarry,R,198,CHI,27,122669,,,Juan Pablo Varillas,R,185,PER,27,7,6,,,,12,3,81,52,39,14,11,3,4,6,4,,,,6,1,65,40,26,15,11,0,2,87,77
2023-0495,Dubai,Hard,32,A,20230227,284,3,R32,119,134868,,,Tallon Griekspoor,R,188,NED,26,106005,,,Constant Lestienne,R,180,FRA,30,6,3,6,,,11,5,78,45,35,19,13,6,7,4,6,2,,,11,4,98,63,43,15,14,9,12,39,56
2023-8996,Santiago,Clay,32,A,20230227,293,3,R16,90,144719,,,Jaume Munar,R,183,ESP,25,207518,1,,Lorenzo Musetti,R,185,ITA,20,6,6,,,,0,2,61,38,33,12,10,6,6,4,4,,,,2,1,52,33,24,11,10,1,3,66,18
2023-8996,Santiago,Clay,32,A,20230227,295,3,QF,114,202104,3,,Sebastian Baez,R,170,ARG,22,111513,6,,Laslo Djere,R,188,SRB,27,7,6,,,,2,0,64,47,36,12,11,0,1,6,4,,,,4,4,83,51,39,13,11,4,6,35,55
2023-0495,Dubai,Hard,32,A,20230227,282,3,R32,121,128034,5,,Hubert Hurkacz,R,196,POL,26,207686,,LL,Alexander Shevchenko,R,,KAZ,22,3,6,7,,,18,3,81,62,51,10,15,2,4,6,3,6,,,3,2,103,63,45,23,15,9,11,11,119
2023-0495,Dubai,Hard,32,A,20230227,281,3,R32,91,106421,3,,Daniil Medvedev,R,198,RUS,27,208286,,LL,Matteo Arnaldi,R,183,ITA,22,6,6,,,,6,3,62,37,29,14,9,0,0,4,2,,,,0,3,64,37,23,12,9,2,5,7,111
2023-0495,Dubai,Hard,32,A,20230227,280,3,R32,25,122330,,,Alexander Bublik,R,196,KAZ,25,200247,,Q,Alexandar Lazarov,R,185,BUL,25,6,1,,,,3,1,18,14,13,3,4,0,0,1,0,,,,0,4,22,12,5,1,4,2,5,46,301
2023-0495,Dubai,Hard,32,A,20230227,279,3,R32,114,106423,,WC,Thanasi Kokkinakis,R,196,AUS,26,111460,,LL,Quentin Halys,R,191,FRA,26,6,7,,,,16,2,82,58,43,14,11,3,3,4,6,,,,7,2,69,38,30,18,11,3,4,101,73
2023-0495,Dubai,Hard,32,A,20230227,278,3,R32,22,106432,8,,Borna Coric,R,188,CRO,26,105554,,,Daniel Evans,R,175,GBR,32,2,,,,,3,0,14,8,6,4,2,0,0,2,,,,,2,0,12,7,7,2,2,0,0,20,28
2023-0495,Dubai,Hard,32,A,20230227,277,3,R32,125,100644,7,,Alexander Zverev,R,198,GER,25,208103,,,Jiri Lehecka,R,185,CZE,21,4,6,6,,,12,2,80,58,43,14,15,2,4,6,3,4,,,5,5,94,55,37,20,14,7,10,16,47
2023-0495,Dubai,Hard,32,A,20230227,276,3,R32,112,106331,,Q,Christopher Oconnell,R,183,AUS,28,200325,,,Emil Ruusuvuori,R,188,FIN,23,7,6,,,,11,1,68,41,35,12,11,1,2,5,4,,,,4,3,83,49,33,16,11,8,11,92,54
2023-0495,Dubai,Hard,32,A,20230227,275,3,R32,87,132283,,,Lorenzo Sonego,R,191,ITA,27,144817,,,Marc Andrea Huesler,L,196,SUI,26,7,6,,,,10,1,62,46,33,12,11,1,2,5,3,,,,3,4,57,35,26,9,10,2,5,67,51
2023-8996,Santiago,Clay,32,A,20230227,294,3,QF,84,144869,,,Tomas Martin Etcheverry,R,196,ARG,23,105583,,,Dusan Lajovic,R,180,SRB,32,6,6,,,,6,2,55,30,23,15,8,3,3,1,2,,,,0,2,48,31,16,7,7,3,7,76,75
2023-0495,Dubai,Hard,32,A,20230227,274,3,R32,180,200000,4,,Felix Auger Aliassime,R,193,CAN,22,202195,,,Maxime Cressy,R,198,USA,25,7,3,6,,,13,1,98,60,45,24,15,2,3,6,6,3,,,27,25,122,65,54,23,15,13,14,9,36
2023-0495,Dubai,Hard,32,A,20230227,272,3,R32,65,144707,,,Mikael Ymer,R,183,SWE,24,208859,,LL,Francesco Passaro,R,,ITA,22,6,6,,,,0,1,43,30,23,9,8,0,0,2,3,,,,1,1,53,36,23,6,9,3,7,59,110
2023-0495,Dubai,Hard,32,A,20230227,271,3,R32,50,200221,,,Alejandro Davidovich Fokina,R,183,ESP,23,104291,,WC,Malek Jaziri,R,185,TUN,39,6,6,,,,5,0,39,26,22,8,7,3,3,2,0,,,,2,2,37,16,8,6,7,0,5,29,444
2023-0495,Dubai,Hard,32,A,20230227,270,3,R32,88,126094,2,,Andrey Rublev,R,188,RUS,25,105936,,,Filip Krajinovic,R,185,SRB,31,7,6,,,,8,1,56,29,26,15,10,1,2,5,2,,,,2,2,72,44,28,11,10,2,6,6,70
2023-8996,Santiago,Clay,32,A,20230227,300,3,F,166,111797,,SE,Nicolas Jarry,R,198,CHI,27,144869,,,Tomas Martin Etcheverry,R,196,ARG,23,6,7,6,,,6,1,94,61,49,21,16,1,2,7,6,2,,,9,5,109,68,47,24,16,3,6,87,76
2023-8996,Santiago,Clay,32,A,20230227,299,3,SF,157,111797,,SE,Nicolas Jarry,R,198,CHI,27,144719,,,Jaume Munar,R,183,ESP,25,1,7,6,,,9,5,90,55,39,16,14,5,10,6,6,1,,,2,8,100,72,46,9,12,4,8,87,66
2023-8996,Santiago,Clay,32,A,20230227,298,3,SF,98,144869,,,Tomas Martin Etcheverry,R,196,ARG,23,202104,3,,Sebastian Baez,R,170,ARG,22,7,6,,,,4,1,60,33,29,15,11,0,0,5,3,,,,0,1,55,39,30,7,10,4,6,76,35
2023-8996,Santiago,Clay,32,A,20230227,297,3,QF,160,144719,,,Jaume Munar,R,183,ESP,25,106329,,,Thiago Monteiro,L,183,BRA,28,6,3,6,,,4,4,97,69,45,11,13,10,13,3,6,2,,,5,5,76,42,29,14,13,4,9,66,84
2023-8996,Santiago,Clay,32,A,20230227,296,3,QF,141,111797,,SE,Nicolas Jarry,R,198,CHI,27,105870,,Q,Yannick Hanfmann,R,193,GER,31,3,6,6,,,8,0,91,69,46,15,14,1,2,6,3,4,,,4,1,92,59,42,17,14,3,5,87,153
2023-0495,Dubai,Hard,32,A,20230227,273,3,R32,94,122298,,,Botic Van De Zandschulp,R,188,NED,27,111575,6,,Karen Khachanov,R,198,RUS,26,7,6,,,,7,4,63,40,30,12,10,4,5,5,2,,,,5,3,68,50,29,10,10,9,13,33,14
2023-0807,Acapulco,Hard,32,A,20230227,299,3,SF,205,126205,7,,Tommy Paul,R,185,USA,25,126203,3,,Taylor Fritz,R,193,USA,25,6,6,7,,,7,5,143,94,64,21,17,10,13,3,7,6,,,6,3,118,64,52,21,16,10,14,23,5
2023-0404,Indian Wells Masters,Hard,128,M,20230306,248,3,R64,103,200221,23,,Alejandro Davidovich Fokina,R,183,ESP,23,200059,,WC,Yibing Wu,R,183,CHN,23,6,6,,,,0,1,48,24,21,16,9,0,0,4,1,,,,4,0,69,40,27,10,8,2,5,28,67
2023-0404,Indian Wells Masters,Hard,128,M,20230306,176,3,R128,95,126214,,Q,Alejandro Tabilo,L,188,CHI,25,109739,,Q,Maximilian Marterer,L,191,GER,27,6,6,,,,6,0,47,30,21,14,9,0,1,4,3,,,,5,4,88,55,32,14,10,9,13,187,156
2023-0404,Indian Wells Masters,Hard,128,M,20230306,275,3,R32,137,200221,23,,Alejandro Davidovich Fokina,R,183,ESP,23,111575,13,,Karen Khachanov,R,198,RUS,26,6,1,6,,,3,5,83,43,27,21,13,6,10,3,6,4,,,4,1,93,58,38,16,13,7,11,28,15
2023-0404,Indian Wells Masters,Hard,128,M,20230306,274,3,R32,118,106426,,Q,Cristian Garin,R,185,CHI,26,134770,3,,Casper Ruud,R,183,NOR,24,6,7,,,,5,3,78,45,36,17,11,3,4,4,6,,,,3,2,80,48,33,17,11,5,7,97,4
2023-0404,Indian Wells Masters,Hard,128,M,20230306,273,3,R32,82,126094,6,,Andrey Rublev,R,188,RUS,25,200005,,,Ugo Humbert,L,188,FRA,24,7,6,,,,4,0,52,40,31,7,10,0,1,5,3,,,,4,4,68,30,23,17,11,2,6,7,77
2023-0404,Indian Wells Masters,Hard,128,M,20230306,272,3,R32,161,111815,10,,Cameron Norrie,L,188,GBR,27,106121,,Q,Taro Daniel,R,191,JPN,30,6,7,6,,,11,1,98,68,51,12,16,1,5,7,5,2,,,8,4,105,66,39,17,16,3,10,12,103
2023-0404,Indian Wells Masters,Hard,128,M,20230306,271,3,R32,71,126207,14,,Frances Tiafoe,R,188,USA,25,106186,,,Jason Kubler,R,178,AUS,29,6,6,,,,9,1,59,43,33,8,9,1,1,3,2,,,,1,1,42,22,19,5,8,1,4,16,75
2023-0404,Indian Wells Masters,Hard,128,M,20230306,270,3,R32,106,126214,,Q,Alejandro Tabilo,L,188,CHI,25,111442,,,Jordan Thompson,R,183,AUS,28,6,7,,,,7,5,92,60,45,13,11,7,8,3,6,,,,5,2,58,34,22,14,10,0,2,187,87
2023-0404,Indian Wells Masters,Hard,128,M,20230306,269,3,R64,76,207989,1,,Carlos Alcaraz,R,185,ESP,19,106423,,Q,Thanasi Kokkinakis,R,196,AUS,26,6,6,,,,1,1,44,28,23,14,9,0,0,3,3,,,,6,2,59,34,23,12,9,6,9,2,94
2023-0404,Indian Wells Masters,Hard,128,M,20230306,268,3,R64,111,134868,31,,Tallon Griekspoor,R,188,NED,26,105550,,PR,Guido Pella,L,185,ARG,32,7,7,,,,14,3,82,56,43,11,12,0,2,6,6,,,,2,1,77,43,30,17,12,2,4,36,739
2023-0404,Indian Wells Masters,Hard,128,M,20230306,267,3,R64,120,207733,,,Jack Draper,L,191,GBR,21,105554,24,,Daniel Evans,R,175,GBR,32,6,6,,,,8,6,79,45,31,16,9,10,11,4,2,,,,2,5,60,28,17,15,9,6,10,56,29
2023-0404,Indian Wells Masters,Hard,128,M,20230306,266,3,R64,101,104918,,,Andy Murray,R,190,GBR,35,105430,,LL,Radu Albot,R,175,MDA,33,6,6,,,,6,0,51,35,29,11,10,0,0,4,3,,,,1,0,70,40,24,16,9,9,11,55,109
2023-0404,Indian Wells Masters,Hard,128,M,20230306,265,3,R64,73,128034,9,,Hubert Hurkacz,R,196,POL,26,200615,,LL,Alexei Popyrin,R,196,AUS,23,6,6,,,,9,1,61,40,30,13,9,2,2,3,3,,,,2,3,51,30,22,9,9,4,7,11,101
2023-0404,Indian Wells Masters,Hard,128,M,20230306,264,3,R64,79,126205,17,,Tommy Paul,R,185,USA,25,105526,,Q,Jan Lennard Struff,R,193,GER,32,6,6,,,,6,0,52,37,24,13,9,3,4,3,3,,,,3,4,64,36,25,9,9,8,12,19,134
2023-0404,Indian Wells Masters,Hard,128,M,20230306,263,3,R64,134,202103,27,,Francisco Cerundolo,R,185,ARG,24,106058,,WC,Jack Sock,R,185,USA,30,4,6,6,,,4,3,87,52,35,22,15,2,4,6,3,4,,,10,8,93,55,38,20,14,3,6,32,154
2023-0404,Indian Wells Masters,Hard,128,M,20230306,262,3,R64,145,200000,8,,Felix Auger Aliassime,R,193,CAN,22,124079,,,Pedro Martinez,R,185,ESP,25,7,6,,,,10,4,68,33,27,20,11,0,1,6,4,,,,0,4,106,72,42,19,11,15,17,10,120
2023-0404,Indian Wells Masters,Hard,128,M,20230306,261,3,R64,112,126203,4,,Taylor Fritz,R,193,USA,25,210097,,,Ben Shelton,L,,USA,20,4,6,6,,,4,0,74,43,34,26,15,0,1,6,4,3,,,4,2,82,48,41,16,14,2,4,5,41
2023-0404,Indian Wells Masters,Hard,128,M,20230306,260,3,R64,64,202104,30,,Sebastian Baez,R,170,ARG,22,208014,,Q,Rinky Hijikata,U,,AUS,22,6,6,,,,1,0,40,35,27,2,8,0,1,3,1,,,,1,3,48,29,17,5,8,3,8,35,130
2023-0404,Indian Wells Masters,Hard,128,M,20230306,259,3,R64,109,144684,,,Alex Molcan,L,178,SVK,25,106432,18,,Borna Coric,R,188,CRO,26,6,6,,,,1,5,81,52,35,13,9,8,9,3,3,,,,3,3,62,36,21,11,9,5,9,63,20
2023-0404,Indian Wells Masters,Hard,128,M,20230306,258,3,R64,87,105916,,,Marton Fucsovics,R,188,HUN,31,200282,16,,Alex De Minaur,R,183,AUS,24,6,6,,,,4,0,53,38,23,7,9,1,4,4,2,,,,1,6,60,27,20,6,9,2,8,84,18
2023-0404,Indian Wells Masters,Hard,128,M,20230306,257,3,R64,94,206173,11,,Jannik Sinner,R,188,ITA,21,104755,,,Richard Gasquet,R,185,FRA,36,6,7,,,,9,1,66,35,31,17,11,1,2,3,6,,,,5,4,66,38,29,11,10,2,4,13,43
2023-0404,Indian Wells Masters,Hard,128,M,20230306,276,3,R32,160,100644,12,,Alexander Zverev,R,198,GER,25,200325,,,Emil Ruusuvuori,R,188,FIN,23,7,1,7,,,8,1,101,62,41,21,15,9,13,5,6,5,,,4,1,94,65,49,13,16,9,13,14,59
2023-0404,Indian Wells Masters,Hard,128,M,20230306,277,3,R32,105,106421,5,,Daniil Medvedev,R,198,RUS,27,125802,,,Ilya Ivashka,R,193,BLR,29,6,3,6,,,8,6,76,47,35,14,12,5,7,2,6,1,,,1,4,68,46,30,8,12,8,13,6,85
2023-0404,Indian Wells Masters,Hard,128,M,20230306,278,3,R32,160,104527,,PR,Stan Wawrinka,R,183,SUI,37,208029,7,,Holger Rune,R,185,DEN,19,6,6,7,,,12,1,102,58,43,27,16,6,8,2,7,5,,,6,6,110,61,39,23,16,3,8,100,8
2023-0404,Indian Wells Masters,Hard,128,M,20230306,279,3,R32,107,206173,11,,Jannik Sinner,R,188,ITA,21,105173,,,Adrian Mannarino,L,183,FRA,34,7,6,,,,6,4,61,33,27,22,11,0,0,6,4,,,,1,2,72,38,27,21,11,1,2,13,68
2023-0404,Indian Wells Masters,Hard,128,M,20230306,300,3,F,70,207989,1,,Carlos Alcaraz,R,185,ESP,19,106421,5,,Daniil Medvedev,R,198,RUS,27,6,6,,,,1,0,49,37,30,7,9,0,0,3,2,,,,0,2,48,31,19,7,8,0,3,2,6
2023-0404,Indian Wells Masters,Hard,128,M,20230306,299,3,SF,112,207989,1,,Carlos Alcaraz,R,185,ESP,19,206173,11,,Jannik Sinner,R,188,ITA,21,7,6,,,,5,1,72,52,38,9,11,1,2,6,3,,,,4,4,72,36,28,17,10,4,6,2,13
2023-0404,Indian Wells Masters,Hard,128,M,20230306,298,3,SF,106,106421,5,,Daniil Medvedev,R,198,RUS,27,126207,14,,Frances Tiafoe,R,188,USA,25,7,7,,,,9,2,75,44,35,20,12,1,3,5,6,,,,3,1,75,44,31,15,12,8,11,6,16
2023-0404,Indian Wells Masters,Hard,128,M,20230306,297,3,QF,120,207989,1,,Carlos Alcaraz,R,185,ESP,19,200000,8,,Felix Auger Aliassime,R,193,CAN,22,6,6,,,,2,2,58,36,29,13,10,3,4,4,4,,,,6,6,82,46,32,15,10,9,12,2,10
2023-0404,Indian Wells Masters,Hard,128,M,20230306,295,3,QF,106,106421,5,,Daniil Medvedev,R,198,RUS,27,200221,23,,Alejandro Davidovich Fokina,R,183,ESP,23,6,7,,,,4,7,70,39,33,17,11,6,6,3,5,,,,1,0,75,53,34,11,10,5,7,6,28
2023-0404,Indian Wells Masters,Hard,128,M,20230306,294,3,QF,99,126207,14,,Frances Tiafoe,R,188,USA,25,111815,10,,Cameron Norrie,L,188,GBR,27,6,6,,,,4,2,58,31,24,15,10,5,7,4,4,,,,7,3,59,32,23,11,10,5,9,16,12
2023-0404,Indian Wells Masters,Hard,128,M,20230306,293,3,R16,46,207989,1,,Carlos Alcaraz,R,185,ESP,19,207733,,,Jack Draper,L,191,GBR,21,6,2,,,,3,0,27,20,16,6,5,3,3,2,0,,,,1,1,34,22,11,4,5,2,5,2,56
2023-0404,Indian Wells Masters,Hard,128,M,20230306,292,3,R16,166,200000,8,,Felix Auger Aliassime,R,193,CAN,22,126205,17,,Tommy Paul,R,185,USA,25,3,6,7,,,12,7,95,55,43,21,15,7,9,6,3,6,,,0,4,105,72,50,17,15,6,8,10,19
2023-0404,Indian Wells Masters,Hard,128,M,20230306,291,3,R16,101,126203,4,,Taylor Fritz,R,193,USA,25,105916,,,Marton Fucsovics,R,188,HUN,31,6,6,,,,2,4,79,48,33,17,10,3,4,4,3,,,,4,1,54,31,23,8,9,2,5,5,84
2023-0404,Indian Wells Masters,Hard,128,M,20230306,256,3,R64,136,105173,,,Adrian Mannarino,L,183,FRA,34,207518,19,,Lorenzo Musetti,R,185,ITA,21,6,6,,,,3,1,93,59,38,16,10,9,11,4,4,,,,3,1,68,36,23,12,10,4,8,68,21
2023-0404,Indian Wells Masters,Hard,128,M,20230306,290,3,R16,98,206173,11,,Jannik Sinner,R,188,ITA,21,104527,,PR,Stan Wawrinka,R,183,SUI,37,6,6,,,,5,0,64,31,21,20,9,8,9,1,4,,,,1,1,63,34,20,11,8,10,14,13,100
2023-0404,Indian Wells Masters,Hard,128,M,20230306,288,3,R16,84,200221,23,,Alejandro Davidovich Fokina,R,183,ESP,23,106426,,Q,Cristian Garin,R,185,CHI,26,6,6,,,,5,0,57,31,22,15,10,1,3,3,4,,,,1,2,56,36,23,8,9,1,5,28,97
2023-0404,Indian Wells Masters,Hard,128,M,20230306,287,3,R16,78,111815,10,,Cameron Norrie,L,188,GBR,27,126094,6,,Andrey Rublev,R,188,RUS,25,6,6,,,,2,2,55,33,26,9,9,3,5,2,4,,,,8,2,52,26,19,8,9,0,5,12,7
2023-0404,Indian Wells Masters,Hard,128,M,20230306,286,3,R16,81,126207,14,,Frances Tiafoe,R,188,USA,25,126214,,Q,Alejandro Tabilo,L,188,CHI,25,6,6,,,,6,4,71,43,33,14,10,5,6,4,4,,,,5,1,54,35,25,9,10,0,3,16,187
2023-0404,Indian Wells Masters,Hard,128,M,20230306,285,3,R32,101,207989,1,,Carlos Alcaraz,R,185,ESP,19,134868,31,,Tallon Griekspoor,R,188,NED,26,7,6,,,,0,3,72,44,33,19,11,2,2,6,3,,,,1,3,69,46,33,12,10,3,4,2,36
2023-0404,Indian Wells Masters,Hard,128,M,20230306,284,3,R32,123,207733,,,Jack Draper,L,191,GBR,21,104918,,,Andy Murray,R,190,GBR,35,7,6,,,,8,1,65,40,29,17,10,4,5,6,2,,,,3,5,76,44,30,15,10,7,10,56,55
2023-0404,Indian Wells Masters,Hard,128,M,20230306,283,3,R32,116,126205,17,,Tommy Paul,R,185,USA,25,128034,9,,Hubert Hurkacz,R,196,POL,26,4,6,6,,,6,5,87,58,47,12,14,6,8,6,2,4,,,8,3,81,44,33,18,14,6,10,19,11
2023-0404,Indian Wells Masters,Hard,128,M,20230306,282,3,R32,130,200000,8,,Felix Auger Aliassime,R,193,CAN,22,202103,27,,Francisco Cerundolo,R,185,ARG,24,7,6,,,,6,8,83,41,31,21,11,5,7,5,4,,,,2,3,63,43,30,8,11,4,8,10,32
2023-0404,Indian Wells Masters,Hard,128,M,20230306,281,3,R32,70,126203,4,,Taylor Fritz,R,193,USA,25,202104,30,,Sebastian Baez,R,170,ARG,22,6,6,,,,4,2,42,24,21,5,8,2,4,1,2,,,,0,1,49,32,15,4,7,6,12,5,35
2023-0404,Indian Wells Masters,Hard,128,M,20230306,280,3,R32,78,105916,,,Marton Fucsovics,R,188,HUN,31,144684,,,Alex Molcan,L,178,SVK,25,6,6,,,,1,0,42,24,22,14,9,0,0,4,2,,,,0,2,51,30,24,8,9,3,6,84,63
2023-0404,Indian Wells Masters,Hard,128,M,20230306,289,3,R16,197,106421,5,,Daniil Medvedev,R,198,RUS,27,100644,12,,Alexander Zverev,R,198,GER,25,6,7,7,,,12,5,131,87,65,24,18,15,17,7,6,5,,,7,3,124,93,66,17,18,5,8,6,14
2023-0404,Indian Wells Masters,Hard,128,M,20230306,255,3,R64,105,104527,,PR,Stan Wawrinka,R,183,SUI,37,200175,26,,Miomir Kecmanovic,R,183,SRB,23,7,6,,,,13,3,65,34,30,19,11,1,2,6,4,,,,4,3,78,44,30,17,11,3,5,100,31
2023-0404,Indian Wells Masters,Hard,128,M,20230306,254,3,R64,80,208029,7,,Holger Rune,R,185,DEN,19,111456,,,Mackenzie Mcdonald,R,178,USA,27,7,6,,,,3,3,64,42,33,14,11,0,0,5,3,,,,2,1,51,31,22,13,10,3,5,8,53
2023-0404,Indian Wells Masters,Hard,128,M,20230306,253,3,R64,86,106421,5,,Daniil Medvedev,R,198,RUS,27,206909,,,Brandon Nakashima,R,185,USA,21,6,6,,,,6,2,56,33,24,16,9,6,6,4,3,,,,7,1,61,44,29,5,10,4,7,6,48
2023-0404,Indian Wells Masters,Hard,128,M,20230306,216,3,R128,82,144684,,,Alex Molcan,L,178,SVK,25,105077,,,Albert Ramos,L,188,ESP,35,6,6,,,,4,2,47,27,24,13,9,0,0,3,2,,,,1,1,54,32,18,12,8,5,8,63,50
2023-0404,Indian Wells Masters,Hard,128,M,20230306,215,3,R128,102,105916,,,Marton Fucsovics,R,188,HUN,31,200670,,,J J Wolf,R,183,USA,24,1,6,6,,,6,6,59,29,21,16,11,1,4,6,0,3,,,7,5,74,37,28,13,11,8,13,84,44
2023-0404,Indian Wells Masters,Hard,128,M,20230306,212,3,R128,129,104755,,,Richard Gasquet,R,185,FRA,36,127339,,Q,Borna Gojo,R,196,CRO,25,6,6,6,,,6,3,96,53,41,22,15,3,5,4,7,2,,,20,0,95,57,44,14,15,3,8,43,121
2023-0404,Indian Wells Masters,Hard,128,M,20230306,211,3,R128,163,105173,,,Adrian Mannarino,L,183,FRA,34,106233,,WC,Dominic Thiem,R,185,AUT,29,4,6,7,,,3,2,105,64,39,30,16,4,8,6,4,6,,,11,7,97,54,39,22,16,2,6,68,102
2023-0404,Indian Wells Masters,Hard,128,M,20230306,208,3,R128,83,104527,,PR,Stan Wawrinka,R,183,SUI,37,126846,,Q,Aleksandar Vukic,R,188,AUS,26,6,1,6,,,10,2,63,34,29,16,12,2,4,4,6,1,,,5,2,58,39,29,10,12,1,4,100,186
2023-0404,Indian Wells Masters,Hard,128,M,20230306,207,3,R128,61,111456,,,Mackenzie Mcdonald,R,178,USA,27,105936,,,Filip Krajinovic,R,185,SRB,31,6,6,,,,5,2,41,23,19,10,7,2,2,3,0,,,,2,1,51,32,14,11,8,5,10,53,74
2023-0404,Indian Wells Masters,Hard,128,M,20230306,204,3,R128,98,206909,,,Brandon Nakashima,R,185,USA,21,104545,,,John Isner,R,206,USA,37,7,6,,,,6,1,69,48,41,14,11,2,2,6,3,,,,14,7,77,50,39,12,10,5,6,48,39
2023-0404,Indian Wells Masters,Hard,128,M,20230306,203,3,R128,92,125802,,,Ilya Ivashka,R,193,BLR,29,126128,,,Roman Safiullin,R,185,RUS,25,6,6,,,,5,1,57,36,29,8,9,3,5,4,2,,,,2,6,63,36,20,11,9,5,10,85,113
2023-0404,Indian Wells Masters,Hard,128,M,20230306,200,3,R128,93,200325,,,Emil Ruusuvuori,R,188,FIN,23,106005,,,Constant Lestienne,R,180,FRA,30,6,4,,,,2,1,42,28,23,7,8,1,2,4,1,,,,3,6,72,41,22,12,7,13,16,59,62
2023-0404,Indian Wells Masters,Hard,128,M,20230306,219,3,R128,126,208014,,Q,Rinky Hijikata,U,,AUS,22,144707,,,Mikael Ymer,R,183,SWE,24,6,7,,,,0,4,80,49,27,19,11,6,10,4,5,,,,0,3,84,66,34,7,11,10,16,130,57
2023-0404,Indian Wells Masters,Hard,128,M,20230306,199,3,R128,84,106398,,,Pedro Cachin,R,185,ARG,27,105932,,,Nikoloz Basilashvili,R,185,GEO,31,7,6,,,,7,0,61,29,24,20,11,3,4,5,3,,,,5,8,70,42,30,10,10,7,10,66,118
2023-0404,Indian Wells Masters,Hard,128,M,20230306,195,3,R128,159,200059,,WC,Yibing Wu,R,183,CHN,23,144719,,,Jaume Munar,R,183,ESP,25,6,6,7,,,4,4,93,44,34,29,15,0,2,7,0,6,,,2,7,113,69,51,13,15,7,12,67,58
2023-0404,Indian Wells Masters,Hard,128,M,20230306,192,3,R128,92,106426,,Q,Cristian Garin,R,185,CHI,26,123755,,,Daniel Elahi Galan,R,191,COL,26,6,6,,,,3,7,62,35,29,13,9,2,2,4,2,,,,4,3,70,45,29,10,9,4,7,97,89
2023-0404,Indian Wells Masters,Hard,128,M,20230306,191,3,R128,70,106043,,,Diego Schwartzman,R,170,ARG,30,105948,,,Federico Coria,R,180,ARG,30,6,6,,,,1,2,45,29,19,11,7,3,4,1,2,,,,0,3,57,40,19,4,8,5,11,38,64
2023-0404,Indian Wells Masters,Hard,128,M,20230306,188,3,R128,113,208103,,,Jiri Lehecka,R,185,CZE,21,126239,,,Arthur Rinderknech,R,196,FRA,27,7,7,,,,5,3,87,53,38,16,12,6,9,6,5,,,,3,8,78,41,27,19,12,3,7,47,72
2023-0404,Indian Wells Masters,Hard,128,M,20230306,187,3,R128,97,200005,,,Ugo Humbert,L,188,FRA,24,126523,,,Bernabe Zapata Miralles,R,185,ESP,26,6,7,,,,2,4,66,45,30,10,10,2,4,2,6,,,,3,5,67,42,23,11,10,1,5,77,42
2023-0404,Indian Wells Masters,Hard,128,M,20230306,184,3,R128,103,106121,,Q,Taro Daniel,R,191,JPN,30,106148,,,Roberto Carballes Baena,R,183,ESP,29,6,7,,,,3,0,57,38,29,11,10,4,5,1,5,,,,4,0,63,39,20,13,9,3,7,103,79
2023-0404,Indian Wells Masters,Hard,128,M,20230306,183,3,R128,86,126555,,Q,Tung Lin Wu,R,188,TPE,24,122330,,,Alexander Bublik,R,196,KAZ,25,6,6,,,,0,2,61,40,31,13,10,1,1,4,4,,,,6,7,75,45,35,12,10,6,8,175,46
2023-0404,Indian Wells Masters,Hard,128,M,20230306,180,3,R128,84,106218,,,Marcos Giron,R,180,USA,29,206499,,WC,Aleksandar Kovacevic,U,,USA,24,6,7,,,,6,4,57,30,27,16,10,1,1,3,5,,,,8,2,69,41,28,15,11,3,6,73,107
2023-0404,Indian Wells Masters,Hard,128,M,20230306,179,3,R128,113,106186,,,Jason Kubler,R,178,AUS,29,132283,,,Lorenzo Sonego,R,191,ITA,27,6,7,,,,3,2,73,47,38,16,11,1,1,4,6,,,,5,3,64,37,32,14,11,0,1,75,60
2023-0404,Indian Wells Masters,Hard,128,M,20230306,196,3,R128,98,106214,,,Oscar Otte,R,196,GER,29,111513,,,Laslo Djere,R,188,SRB,27,6,7,,,,7,2,63,30,30,17,11,1,1,3,5,,,,1,2,79,47,27,21,10,9,11,82,54
2023-0404,Indian Wells Masters,Hard,128,M,20230306,175,3,R128,64,111442,,,Jordan Thompson,R,183,AUS,28,104792,,PR,Gael Monfils,R,193,FRA,36,6,6,,,,2,0,44,29,21,12,8,0,0,3,1,,,,1,5,46,26,15,8,8,2,6,87,210
2023-0404,Indian Wells Masters,Hard,128,M,20230306,220,3,R128,70,210097,,,Ben Shelton,L,,USA,20,104926,,,Fabio Fognini,R,178,ITA,35,6,6,,,,5,5,63,43,28,11,9,4,5,4,1,,,,1,4,38,21,13,6,8,3,7,41,88
